make,model,make_year,fuel_type,transmission,kms_driven,engine_size,body_type,price,key
Toyota,Wigo,2018,Gasoline,Cvt,"40,000 Km",0.998,Hatchback,"₱415,000 ",Toyota Wigo
Toyota,Vios,2016,Gasoline,Automatic,"50,000 Km",1.3,Sedan,"₱418,000 ",Toyota Vios
Toyota,Wigo,2018,Gasoline,Manual,"40,000 Km",0.998,Hatchback,"₱418,000 ",Toyota Wigo
Mitsubishi,Mirage,2020,Gasoline,Cvt,"35,000 Km",1.193,Sedan,"₱418,000 ",Mitsubishi Mirage
Mitsubishi,Mirage,2020,Gasoline,Cvt,"21,000 Km",1.193,Sedan,"₱418,000 ",Mitsubishi Mirage
Hyundai,Tucson,2012,Gasoline,Automatic,"60,000 Km",2.0,Suv,"₱420,000 ",Hyundai Tucson
Kia,Sorento,2010,Gasoline,Automatic,1 Km,2.2,Suv,"₱420,000 ",Kia Sorento
Toyota,Wigo,2019,Gasoline,Manual,"5,000 Km",0.998,Hatchback,"₱420,000 ",Toyota Wigo
Toyota,Innova,2011,Diesel,Manual,"106,000 Km",2.5,Mpv,"₱420,000 ",Toyota Innova
Ford,Ecosport,2016,Gasoline,Automatic,"65,000 Km",1.5,Crossover,"₱420,000 ",Ford Ecosport
Ford,Ecosport,2015,Gasoline,Automatic,"41,000 Km",1.5,Suv,"₱420,000 ",Ford Ecosport
Toyota,Vios,2015,Gasoline,Manual,"35,000 Km",1.329,Sedan,"₱420,000 ",Toyota Vios
Nissan,Urvan,2014,Diesel,Manual,"65,000 Km",2.663,Van,"₱420,000 ",Nissan Urvan
Isuzu,Crosswind,2008,Diesel,Manual,"146,000 Km",2.499,Mpv,"₱420,000 ",Isuzu Crosswind
Ford,Expedition,2004,Gasoline,Automatic,"97,000 Km",3.5,Suv,"₱420,000 ",Ford Expedition
Honda,Accord,2011,Gasoline,Automatic,"95,000 Km",3.471,Sedan,"₱420,000 ",Honda Accord
Ford,Ecosport,2017,Gasoline,Automatic,"95,907 Km",1.5,Crossover,"₱420,000 ",Ford Ecosport
Toyota,Vios,2016,Gasoline,Manual,1 Km,1.3,Sedan,"₱425,000 ",Toyota Vios
Toyota,Innova,2011,Diesel,Manual,"138,900 Km",2.8,Mpv,"₱425,000 ",Toyota Innova
Kia,Soul,2017,Gasoline,Manual,"45,000 Km",1.6,Hatchback,"₱425,000 ",Kia Soul
Toyota,Vios,2018,Gasoline,Manual,1 Km,1.329,Sedan,"₱425,000 ",Toyota Vios
Kia,Sportage,2012,Gasoline,Automatic,"75,000 Km",1.999,Suv,"₱425,000 ",Kia Sportage
Toyota,Vios,2017,Gasoline,Manual,"81,000 Km",1.3,Sedan,"₱428,000 ",Toyota Vios
Mitsubishi,Mirage,2018,Gasoline,Cvt,"12,000 Km",1.193,Sedan,"₱428,000 ",Mitsubishi Mirage
Mitsubishi,Adventure,2013,Gasoline,Manual,"60,000 Km",2.0,Mpv,"₱430,000 ",Mitsubishi Adventure
Foton,Toplander,2016,Diesel,Manual,"36,000 Km",2.776,Suv,"₱430,000 ",Foton Toplander
Mitsubishi,Pajero,2004,Diesel,Automatic,"152,615 Km",2.8,Suv,"₱430,000 ",Mitsubishi Pajero
Toyota,Vios,2016,Gasoline,Automatic,"50,000 Km",1.3,Sedan,"₱430,000 ",Toyota Vios
Toyota,Wigo,2018,Gasoline,Automatic,"61,000 Km",1.0,Hatchback,"₱430,000 ",Toyota Wigo
Mazda,2,2016,Gasoline,Automatic,"80,000 Km",1.5,Hatchback,"₱430,000 ",Mazda 2
Nissan,Almera,2017,Gasoline,Automatic,"150,000 Km",1.498,Sedan,"₱430,000 ",Nissan Almera
Suzuki,Swift,2020,Gasoline,Manual,1 Km,1.197,Sedan,"₱430,000 ",Suzuki Swift
Toyota,Vios,2016,Gasoline,Manual,"374,683 Km",1.329,Sedan,"₱430,000 ",Toyota Vios
Toyota,Vios,2019,Gasoline,Manual,"30,000 Km",1.3,Sedan,"₱430,000 ",Toyota Vios
Suzuki,Jimny,2005,Gasoline,Manual,"39,000 Km",1.328,Suv,"₱435,000 ",Suzuki Jimny
Toyota,Vios,2016,Gasoline,Automatic,1 Km,1.3,Sedan,"₱435,000 ",Toyota Vios
Mitsubishi,Mirage,2017,Gasoline,Manual,"64,000 Km",1.193,Sedan,"₱435,000 ",Mitsubishi Mirage
Toyota,Wigo,2018,Gasoline,Automatic,"42,000 Km",0.998,Hatchback,"₱435,000 ",Toyota Wigo
Honda,City,2012,Gasoline,Automatic,"75,000 Km",1.5,Sedan,"₱435,000 ",Honda City
Isuzu,Crosswind,2016,Diesel,Manual,"90,000 Km",2.499,Mpv,"₱438,000 ",Isuzu Crosswind
Suzuki,Super,2018,Diesel,Manual,"28,000 Km",0.8,Mpv,"₱438,000 ",Suzuki Super
Toyota,Wigo,2018,Gasoline,Automatic,"24,000 Km",1.0,Hatchback,"₱438,000 ",Toyota Wigo
Suzuki,Swift,2019,Gasoline,Automatic,"30,000 Km",1.2,Sedan,"₱438,000 ",Suzuki Swift
Toyota,Wigo,2016,Gasoline,Automatic,"53,000 Km",0.998,Hatchback,"₱438,000 ",Toyota Wigo
Suzuki,APV,2008,Gasoline,Automatic,"83,000 Km",1.598,Van,"₱438,000 ",Suzuki APV
Hyundai,Grand,2008,Diesel,Automatic,"105,000 Km",2.5,Van,"₱439,000 ",Hyundai Grand
Toyota,Vios,2016,Gasoline,Automatic,"5,000 Km",1.3,Sedan,"₱440,000 ",Toyota Vios
Mitsubishi,Outlander,2008,Hybrid,Automatic,"35,000 Km",2.4,Suv,"₱440,000 ",Mitsubishi Outlander
Hyundai,Grand,2008,Diesel,Manual,"90,000 Km",2.476,Minivans,"₱440,000 ",Hyundai Grand
Honda,City,2014,Gasoline,Cvt,"55,000 Km",1.498,Sedan,"₱440,000 ",Honda City
Ford,Ecosport,2014,Gasoline,Manual,"9,399 Km",1.5,Crossover,"₱440,000 ",Ford Ecosport
Peugeot,508,2013,Diesel,Automatic,"29,000 Km",1.997,Sedan,"₱444,000 ",Peugeot 508
Honda,Civic,2012,Gasoline,Cvt,"75,000 Km",1.799,Sedan,"₱445,000 ",Honda Civic
Ford,Ecosport,2014,Gasoline,Manual,"100,000 Km",1.5,Crossover,"₱445,000 ",Ford Ecosport
Honda,Civic,2012,Gasoline,Automatic,"88,000 Km",1.798,Sedan,"₱445,000 ",Honda Civic
Toyota,Wigo,2018,Gasoline,Cvt,"25,000 Km",0.998,Hatchback,"₱445,000 ",Toyota Wigo
Hyundai,Accent,2019,Diesel,Manual,"13,000 Km",1.582,Sedan,"₱448,000 ",Hyundai Accent
Suzuki,S-Presso,2021,Gasoline,Manual,"9,000 Km",0.998,Hatchback,"₱448,000 ",Suzuki S-Presso
Hyundai,Accent,2015,Diesel,Manual,"68,000 Km",1.582,Sedan,"₱448,000 ",Hyundai Accent
Toyota,Avanza,2012,Gasoline,Automatic,"56,000 Km",1.5,Mpv,"₱448,000 ",Toyota Avanza
Mitsubishi,Mirage,2019,Gasoline,Cvt,"23,000 Km",1.193,Sedan,"₱449,000 ",Mitsubishi Mirage
Honda,City,2010,Gasoline,Manual,"70,000 Km",1.3,Sedan,"₱450,000 ",Honda City
Kia,Carnival,2012,Diesel,Manual,"85,000 Km",2.891,Van,"₱450,000 ",Kia Carnival
Hyundai,Sonata,2011,Gasoline,Automatic,"57,000 Km",2.359,Sedan,"₱450,000 ",Hyundai Sonata
Toyota,Corolla,2014,Gasoline,Automatic,"13,760 Km",16.0,Sedan,"₱450,000 ",Toyota Corolla
Ford,Expedition,2003,Gasoline,Automatic,"95,000 Km",3.5,Suv,"₱450,000 ",Ford Expedition
Mitsubishi,Mirage,2017,Gasoline,Manual,"20,000 Km",1.193,Sedan,"₱450,000 ",Mitsubishi Mirage
Honda,City,2016,Gasoline,Cvt,"66,000 Km",1.497,Sedan,"₱450,000 ",Honda City
Honda,CR-V,2011,Gasoline,Cvt,"55,000 Km",1.498,Suv,"₱450,000 ",Honda CR-V
Toyota,Wigo,2018,Gasoline,Automatic,"30,000 Km",0.998,Hatchback,"₱450,000 ",Toyota Wigo
Suzuki,Grand,2015,Gasoline,Automatic,"120,000 Km",2.4,Suv,"₱450,000 ",Suzuki Grand
Kia,Soluto,2020,Gasoline,Automatic,"18,600 Km",1.368,Sedan,"₱450,000 ",Kia Soluto
Toyota,Corolla,2014,Gasoline,Automatic,1 Km,1.598,Sedan,"₱450,000 ",Toyota Corolla
Honda,Jazz,2012,Gasoline,Cvt,"60,000 Km",1.496,Hatchback,"₱450,000 ",Honda Jazz
Mitsubishi,Mirage,2016,Gasoline,Cvt,"70,000 Km",1.193,Sedan,"₱450,000 ",Mitsubishi Mirage
Mitsubishi,Adventure,2014,Diesel,Manual,"130,000 Km",2.477,Mpv,"₱450,000 ",Mitsubishi Adventure
Honda,City,2013,Gasoline,Automatic,80 Km,1.5,Sedan,"₱450,000 ",Honda City
Subaru,Forester,2010,Gasoline,Automatic,1 Km,1.995,Suv,"₱455,000 ",Subaru Forester
Suzuki,Swift,2017,Gasoline,Cvt,"39,000 Km",1.2,Hatchback,"₱455,000 ",Suzuki Swift
Toyota,Vios,2016,Gasoline,Automatic,"72,866 Km",1.3,Sedan,"₱455,000 ",Toyota Vios
Chevrolet,Spin,2015,Gasoline,Automatic,"70,000 Km",1.5,Mpv,"₱458,000 ",Chevrolet Spin
Toyota,Camry,2010,Gasoline,Manual,"60,000 Km",2.393,Sedan,"₱458,000 ",Toyota Camry
Toyota,Wigo,2019,Gasoline,Automatic,"52,000 Km",0.998,Hatchback,"₱458,000 ",Toyota Wigo
Hyundai,Accent,2019,Gasoline,Automatic,"23,000 Km",1.399,Sedan,"₱458,000 ",Hyundai Accent
Toyota,Innova,2009,Gasoline,Manual,"77,000 Km",2.0,Mpv,"₱458,000 ",Toyota Innova
Nissan,Almera,2018,Gasoline,Automatic,"34,000 Km",1.5,Sedan,"₱458,000 ",Nissan Almera
Honda,Civic,2012,Gasoline,Automatic,"63,000 Km",1.8,Sedan,"₱458,000 ",Honda Civic
BMW,3,2003,Gasoline,Automatic,"50,000 Km",1.997,Sedan,"₱458,000 ",BMW 3
Ford,Ecosport,2016,Gasoline,Manual,"50,000 Km",1.5,Crossover,"₱460,000 ",Ford Ecosport
Mitsubishi,L300,2016,Diesel,Manual,"40,000 Km",2.5,Mpv,"₱460,000 ",Mitsubishi L300
Honda,Civic,2012,Gasoline,Cvt,"40,000 Km",1.498,Sedan,"₱460,000 ",Honda Civic
Ford,Ecosport,2016,Gasoline,Automatic,"40,000 Km",1.0,Suv,"₱460,000 ",Ford Ecosport
Toyota,Vios,2018,Gasoline,Automatic,"48,000 Km",1.3,Sedan,"₱460,000 ",Toyota Vios
Mitsubishi,Mirage,2019,Gasoline,Cvt,"27,689 Km",1.193,Sedan,"₱465,000 ",Mitsubishi Mirage
Toyota,Wigo,2020,Gasoline,Automatic,"12,000 Km",0.998,Hatchback,"₱465,000 ",Toyota Wigo
Toyota,Vios,2018,Gasoline,Manual,"30,000 Km",1.496,Sedan,"₱465,000 ",Toyota Vios
Toyota,Vios,2019,Gasoline,Cvt,"55,000 Km",1.329,Sedan,"₱465,000 ",Toyota Vios
Mitsubishi,Mirage,2018,Gasoline,Cvt,"9,000 Km",1.193,Sedan,"₱468,000 ",Mitsubishi Mirage
Suzuki,APV,2014,Gasoline,Automatic,"73,000 Km",1.59,Van,"₱468,000 ",Suzuki APV
Chevrolet,Spin,2015,Gasoline,Automatic,"90,000 Km",1.5,Mpv,"₱468,000 ",Chevrolet Spin
Honda,Jazz,2012,Gasoline,Manual,"67,000 Km",1.3,Hatchback,"₱470,000 ",Honda Jazz
Subaru,Forester,2013,Gasoline,Automatic,"79,000 Km",1.995,Suv,"₱470,000 ",Subaru Forester
Mitsubishi,Adventure,2012,Diesel,Manual,"171,185 Km",2.477,Mpv,"₱470,000 ",Mitsubishi Adventure
Toyota,Corolla,2012,Gasoline,Automatic,"42,000 Km",1.598,Sedan,"₱470,000 ",Toyota Corolla
Toyota,Wigo,2019,Gasoline,Automatic,"41,000 Km",0.998,Hatchback,"₱470,000 ",Toyota Wigo
Toyota,Wigo,2021,Gasoline,Cvt,"17,000 Km",0.998,Hatchback,"₱470,000 ",Toyota Wigo
Mitsubishi,Montero,2010,Diesel,Manual,"140,000 Km",2.442,Suv,"₱470,000 ",Mitsubishi Montero
Kia,Carnival,2012,Diesel,Automatic,"115,000 Km",2.9,Van,"₱475,000 ",Kia Carnival
Suzuki,Ciaz,2019,Gasoline,Automatic,"22,612 Km",1.4,Sedan,"₱475,000 ",Suzuki Ciaz
Toyota,Corolla,2015,Gasoline,Manual,"40,000 Km",1.598,Sedan,"₱475,000 ",Toyota Corolla
Toyota,Vios,2017,Gasoline,Manual,"25,500 Km",1.496,Sedan,"₱475,000 ",Toyota Vios
Honda,City,2016,Gasoline,Cvt,"82,230 Km",1.498,Sedan,"₱475,000 ",Honda City
Chevrolet,Tahoe,1998,Diesel,Automatic,"120,000 Km",5.298,Suv,"₱475,000 ",Chevrolet Tahoe
Mazda,2,2016,Gasoline,Automatic,"65,000 Km",1.496,Sedan,"₱478,000 ",Mazda 2
Hyundai,Grand,2012,Diesel,Automatic,1 Km,2.497,Minivans,"₱478,000 ",Hyundai Grand
Toyota,Avanza,2018,Gasoline,Manual,"31,000 Km",1.329,Mpv,"₱478,000 ",Toyota Avanza
Honda,City,2014,Gasoline,Cvt,"95,000 Km",1.498,Sedan,"₱479,000 ",Honda City
Mitsubishi,L300,2012,Diesel,Manual,1 Km,2.5,Mpv,"₱480,000 ",Mitsubishi L300
Toyota,Vios,2017,Gasoline,Manual,"30,000 Km",1.329,Sedan,"₱480,000 ",Toyota Vios
Ford,Everest,2010,Diesel,Automatic,1 Km,2.2,Suv,"₱480,000 ",Ford Everest
Toyota,Wigo,2019,Gasoline,Automatic,"6,000 Km",0.998,Hatchback,"₱480,000 ",Toyota Wigo
Foton,View,2015,Diesel,Manual,1 Km,2.8,Van,"₱480,000 ",Foton View
Suzuki,Grand,2014,Gasoline,Automatic,"67,000 Km",2.4,Suv,"₱480,000 ",Suzuki Grand
Toyota,Wigo,2019,Gasoline,Automatic,"30,000 Km",0.998,Hatchback,"₱480,000 ",Toyota Wigo
Subaru,Forester,2012,Gasoline,Automatic,"65,000 Km",2.5,Suv,"₱480,000 ",Subaru Forester
Honda,CR-V,2011,Gasoline,Automatic,"80,000 Km",2.0,Suv,"₱480,000 ",Honda CR-V
Toyota,Innova,2011,Gasoline,Automatic,"90,000 Km",2.0,Mpv,"₱480,000 ",Toyota Innova
Honda,Brio,2021,Gasoline,Manual,"12,000 Km",1.199,Hatchback,"₱480,000 ",Honda Brio
Subaru,Legacy,2011,Gasoline,Automatic,"67,000 Km",2.498,Sedan,"₱480,000 ",Subaru Legacy
Isuzu,Crosswind,2010,Diesel,Automatic,1 Km,2.499,Suv,"₱480,000 ",Isuzu Crosswind
BMW,1,2007,Gasoline,Manual,"50,000 Km",1.598,Hatchback,"₱480,000 ",BMW 1
Mitsubishi,L300,2016,Diesel,Manual,"120,000 Km",2.5,Mpv,"₱480,000 ",Mitsubishi L300
BMW,1,2009,Gasoline,Manual,"80,000 Km",1.598,Hatchback,"₱480,000 ",BMW 1
Suzuki,Ciaz,2018,Gasoline,Automatic,"55,000 Km",1.373,Sedan,"₱480,000 ",Suzuki Ciaz
Mazda,CX-5,2013,Gasoline,Automatic,"74,000 Km",2.0,Crossover,"₱508,000 ",Mazda CX-5
Ford,Ecosport,2017,Gasoline,Manual,"40,000 Km",1.5,Crossover,"₱508,000 ",Ford Ecosport
Mitsubishi,Adventure,2016,Diesel,Manual,"54,000 Km",2.477,Mpv,"₱508,000 ",Mitsubishi Adventure
Nissan,Almera,2020,Gasoline,Automatic,"28,000 Km",1.498,Sedan,"₱508,000 ",Nissan Almera
Toyota,Wigo,2021,Gasoline,Automatic,"21,000 Km",1.0,Hatchback,"₱508,000 ",Toyota Wigo
Chevrolet,Trailblazer,2014,Gasoline,Cvt,"120,000 Km",1.341,Suv,"₱510,000 ",Chevrolet Trailblazer
Ford,Everest,2013,Diesel,Automatic,"60,000 Km",2.5,Suv,"₱510,000 ",Ford Everest
Ford,Everest,2012,Diesel,Automatic,"70,000 Km",2.5,Suv,"₱510,000 ",Ford Everest
Honda,CR-V,2012,Gasoline,Automatic,"102,448 Km",2.4,Suv,"₱510,000 ",Honda CR-V
Honda,City,2018,Gasoline,Manual,"50,000 Km",1.5,Sedan,"₱510,000 ",Honda City
Suzuki,Carry,2021,Gasoline,Manual,"15,000 Km",1.5,Pickup-trucks,"₱515,000 ",Suzuki Carry
Mitsubishi,Montero,2010,Diesel,Automatic,"90,000 Km",2.477,Suv,"₱515,000 ",Mitsubishi Montero
MG,ZS,2020,Gasoline,Automatic,"30,000 Km",1.499,Crossover,"₱515,000 ",MG ZS
Mitsubishi,Mirage,2019,Gasoline,Cvt,"8,000 Km",1.193,Sedan,"₱518,000 ",Mitsubishi Mirage
Ford,Ecosport,2017,Gasoline,Automatic,"17,000 Km",1.5,Crossover,"₱518,000 ",Ford Ecosport
Hyundai,Santa,2011,Diesel,Automatic,"68,000 Km",2.199,Suv,"₱518,000 ",Hyundai Santa
Kia,Soluto,2020,Gasoline,Manual,"12,000 Km",1.368,Sedan,"₱518,000 ",Kia Soluto
Hyundai,Elantra,2017,Gasoline,Automatic,"43,000 Km",1.597,Sedan,"₱518,000 ",Hyundai Elantra
Toyota,Vios,2020,Gasoline,Manual,"21,000 Km",1.329,Sedan,"₱518,000 ",Toyota Vios
Mitsubishi,L300,2014,Diesel,Manual,"1,160 Km",2.5,Mpv,"₱520,000 ",Mitsubishi L300
Ford,Ecosport,2018,Gasoline,Automatic,"15,000 Km",1.5,Suv,"₱520,000 ",Ford Ecosport
Hyundai,Accent,2019,Gasoline,Manual,1 Km,1.368,Sedan,"₱520,000 ",Hyundai Accent
BMW,X5,2005,Gasoline,Automatic,"50,000 Km",4.395,Suv,"₱520,000 ",BMW X5
Mitsubishi,Strada,2012,Diesel,Manual,"92,000 Km",2.5,Pickup-trucks,"₱520,000 ",Mitsubishi Strada
Mitsubishi,Montero,2009,Diesel,Automatic,"90,000 Km",2.442,Suv,"₱520,000 ",Mitsubishi Montero
Honda,City,2018,Gasoline,Cvt,"70,000 Km",1.498,Sedan,"₱520,000 ",Honda City
Kia,Sportage,2014,Diesel,Automatic,"39,000 Km",1.995,Suv,"₱520,000 ",Kia Sportage
Mitsubishi,Montero,2009,Diesel,Automatic,"110,000 Km",2.442,Suv,"₱520,000 ",Mitsubishi Montero
Hyundai,Tucson,2016,Gasoline,Manual,"88,000 Km",1.999,Suv,"₱525,000 ",Hyundai Tucson
Toyota,Avanza,2016,Gasoline,Manual,1 Km,1.329,Mpv,"₱525,000 ",Toyota Avanza
Isuzu,Crosswind,2010,Diesel,Manual,1 Km,2.499,Suv,"₱525,000 ",Isuzu Crosswind
Hyundai,Elantra,2016,Gasoline,Automatic,"47,000 Km",1.591,Sedan,"₱525,000 ",Hyundai Elantra
Toyota,Lite,2023,Gasoline,Manual,"8,250 Km",1.496,Pickup-trucks,"₱525,000 ",Toyota Lite
Hyundai,Accent,2019,Gasoline,Automatic,"9,000 Km",1.399,Sedan,"₱528,000 ",Hyundai Accent
Chevrolet,Spark,2022,Gasoline,Cvt,"5,000 Km",1.4,Hatchback,"₱528,000 ",Chevrolet Spark
Hyundai,Tucson,2011,Gasoline,Automatic,"78,000 Km",2.0,Suv,"₱528,000 ",Hyundai Tucson
Toyota,Avanza,2017,Gasoline,Manual,1 Km,1.329,Mpv,"₱528,000 ",Toyota Avanza
Hyundai,Reina,2020,Gasoline,Automatic,1 Km,1.368,Sedan,"₱528,000 ",Hyundai Reina
Honda,City,2018,Gasoline,Manual,"44,000 Km",1.5,Sedan,"₱528,000 ",Honda City
Suzuki,APV,2020,Gasoline,Manual,"21,000 Km",1.6,Minivans,"₱528,000 ",Suzuki APV
Hyundai,Tucson,2013,Gasoline,Automatic,"42,000 Km",2.0,Suv,"₱528,000 ",Hyundai Tucson
Toyota,Wigo,2023,Gasoline,Automatic,"33,000 Km",0.998,Hatchback,"₱528,000 ",Toyota Wigo
Suzuki,S-Presso,2022,Gasoline,Manual,"6,000 Km",0.998,Hatchback,"₱528,000 ",Suzuki S-Presso
Toyota,Vios,2020,Gasoline,Cvt,"25,000 Km",1.329,Sedan,"₱528,000 ",Toyota Vios
Toyota,Vios,2021,Gasoline,Cvt,"28,000 Km",1.329,Sedan,"₱528,000 ",Toyota Vios
Toyota,Vios,2018,Gasoline,Manual,"56,000 Km",1.496,Sedan,"₱528,000 ",Toyota Vios
Toyota,Wigo,2020,Gasoline,Automatic,"1,200 Km",0.998,Hatchback,"₱528,000 ",Toyota Wigo
Honda,City,2017,Gasoline,Automatic,"40,000 Km",1.5,Sedan,"₱530,000 ",Honda City
Toyota,Innova,2015,Diesel,Manual,"85,000 Km",2.8,Mpv,"₱530,000 ",Toyota Innova
Ford,Everest,2014,Diesel,Automatic,"70,000 Km",2.0,Suv,"₱530,000 ",Ford Everest
Toyota,Avanza,2018,Gasoline,Manual,"21,221 Km",1.329,Mpv,"₱530,000 ",Toyota Avanza
Mitsubishi,Pajero,2004,Diesel,Automatic,"144,000 Km",2.8,Suv,"₱530,000 ",Mitsubishi Pajero
Nissan,Juke,2017,Gasoline,Manual,"34,800 Km",0.999,Crossover,"₱530,000 ",Nissan Juke
Ford,Everest,2014,Diesel,Manual,1 Km,2.5,Suv,"₱530,000 ",Ford Everest
Honda,City,2019,Gasoline,Cvt,"55,000 Km",1.498,Sedan,"₱535,000 ",Honda City
Nissan,Altima,2015,Gasoline,Cvt,1 Km,2.488,Sedan,"₱538,000 ",Nissan Altima
Mitsubishi,Adventure,2017,Diesel,Manual,"78,000 Km",2.477,Mpv,"₱538,000 ",Mitsubishi Adventure
Mitsubishi,Mirage,2019,Gasoline,Cvt,"27,000 Km",1.193,Sedan,"₱538,000 ",Mitsubishi Mirage
Hyundai,Accent,2019,Gasoline,Automatic,"11,000 Km",1.368,Sedan,"₱538,000 ",Hyundai Accent
Hyundai,Accent,2019,Gasoline,Automatic,"100,000 Km",1.368,Sedan,"₱538,000 ",Hyundai Accent
Hyundai,Accent,2017,Diesel,Automatic,"61,000 Km",1.582,Hatchback,"₱538,000 ",Hyundai Accent
Mitsubishi,Mirage,2020,Gasoline,Cvt,"20,000 Km",1.193,Sedan,"₱538,000 ",Mitsubishi Mirage
Hyundai,Tucson,2012,Diesel,Automatic,"70,000 Km",1.998,Suv,"₱540,000 ",Hyundai Tucson
Toyota,Innova,2013,Gasoline,Automatic,"60,000 Km",2.0,Mpv,"₱540,000 ",Toyota Innova
Suzuki,Grand,2017,Gasoline,Automatic,"50,000 Km",2.4,Suv,"₱540,000 ",Suzuki Grand
Honda,Jazz,2015,Gasoline,Cvt,"73,300 Km",1.497,Hatchback,"₱540,000 ",Honda Jazz
Hyundai,Tucson,2015,Gasoline,Automatic,"35,000 Km",2.0,Suv,"₱543,500 ",Hyundai Tucson
Isuzu,D-Max,2012,Diesel,Automatic,"10,000 Km",2.999,Pickup-trucks,"₱545,000 ",Isuzu D-Max
Toyota,Wigo,2021,Gasoline,Automatic,"20,000 Km",0.998,Hatchback,"₱545,000 ",Toyota Wigo
Honda,City,2018,Gasoline,Cvt,"35,000 Km",1.498,Sedan,"₱545,000 ",Honda City
Isuzu,Crosswind,2016,Diesel,Manual,"89,000 Km",2.499,Suv,"₱545,000 ",Isuzu Crosswind
Nissan,Almera,2020,Gasoline,Automatic,"5,000 Km",1.5,Sedan,"₱548,000 ",Nissan Almera
Honda,City,2017,Gasoline,Cvt,"47,000 Km",1.496,Sedan,"₱548,000 ",Honda City
Foton,View,2016,Diesel,Manual,1 Km,2.8,Van,"₱548,000 ",Foton View
Mitsubishi,Adventure,2017,Diesel,Manual,1 Km,2.477,Mpv,"₱548,000 ",Mitsubishi Adventure
Mitsubishi,Adventure,2017,Diesel,Manual,"63,000 Km",2.494,Mpv,"₱548,000 ",Mitsubishi Adventure
Honda,CR-V,2013,Gasoline,Cvt,"95,000 Km",1.498,Suv,"₱548,000 ",Honda CR-V
Toyota,Avanza,2016,Gasoline,Manual,"50,000 Km",1.329,Mpv,"₱548,000 ",Toyota Avanza
Toyota,Fortuner,2006,Diesel,Automatic,"120,000 Km",2.998,Suv,"₱548,000 ",Toyota Fortuner
Chery,Tiggo,2021,Gasoline,Automatic,"9,000 Km",1.498,Crossover,"₱548,000 ",Chery Tiggo
Mitsubishi,Adventure,2017,Diesel,Manual,"90,000 Km",2.494,Mpv,"₱548,000 ",Mitsubishi Adventure
Toyota,Vios,2019,Gasoline,Cvt,"40,000 Km",1.329,Sedan,"₱548,000 ",Toyota Vios
Toyota,Vios,2020,Gasoline,Cvt,"17,000 Km",1.329,Sedan,"₱549,000 ",Toyota Vios
Hyundai,Grand,2013,Diesel,Manual,"90,000 Km",2.476,Minivans,"₱549,000 ",Hyundai Grand
Toyota,Innova,2010,Diesel,Automatic,"60,000 Km",2.5,Mpv,"₱550,000 ",Toyota Innova
Ford,Expedition,2005,Gasoline,Automatic,1 Km,3.5,Suv,"₱550,000 ",Ford Expedition
Mitsubishi,L300,2017,Diesel,Manual,"80,000 Km",2.2,Mpv,"₱550,000 ",Mitsubishi L300
Hyundai,Accent,2020,Gasoline,Automatic,"14,000 Km",1.399,Sedan,"₱550,000 ",Hyundai Accent
Toyota,Fortuner,2010,Gasoline,Automatic,"90,000 Km",2.694,Suv,"₱550,000 ",Toyota Fortuner
Mazda,3,2015,Gasoline,Automatic,"60,000 Km",1.5,Sedan,"₱550,000 ",Mazda 3
Mitsubishi,Pajero,2005,Gasoline,Automatic,"110,000 Km",3.828,Suv,"₱550,000 ",Mitsubishi Pajero
Honda,City,2015,Gasoline,Cvt,"55,000 Km",1.497,Sedan,"₱550,000 ",Honda City
Foton,View,2018,Diesel,Manual,"146,000 Km",2.8,Van,"₱550,000 ",Foton View
Chevrolet,Captiva,2014,Diesel,Automatic,"50,000 Km",1.998,Crossover,"₱550,000 ",Chevrolet Captiva
Kia,Soluto,2020,Gasoline,Automatic,"4,500 Km",1.368,Sedan,"₱550,000 ",Kia Soluto
Honda,City,2013,Gasoline,Cvt,"40,000 Km",1.496,Sedan,"₱550,000 ",Honda City
Toyota,Avanza,2018,Gasoline,Manual,"40,000 Km",1.329,Mpv,"₱550,000 ",Toyota Avanza
Suzuki,Carry,2021,Gasoline,Manual,"25,000 Km",1.5,Pickup-trucks,"₱550,000 ",Suzuki Carry
Toyota,Avanza,2018,Gasoline,Manual,"27,000 Km",1.329,Mpv,"₱550,000 ",Toyota Avanza
Toyota,Hiace,2003,Diesel,Manual,"55,000 Km",2.755,Van,"₱550,000 ",Toyota Hiace
Mitsubishi,Mirage,2021,Gasoline,Cvt,"45,000 Km",1.193,Sedan,"₱550,000 ",Mitsubishi Mirage
Hyundai,Grand,2017,Diesel,Manual,"123,000 Km",2.498,Van,"₱555,000 ",Hyundai Grand
Toyota,Vios,2019,Gasoline,Cvt,1 Km,1.329,Sedan,"₱555,000 ",Toyota Vios
Hyundai,Tucson,2016,Gasoline,Manual,"50,000 Km",2.0,Suv,"₱558,000 ",Hyundai Tucson
Hyundai,Accent,2020,Gasoline,Automatic,1 Km,1.399,Sedan,"₱558,000 ",Hyundai Accent
Mitsubishi,Adventure,2017,Diesel,Manual,1 Km,2.477,Mpv,"₱558,000 ",Mitsubishi Adventure
Honda,Mobilio,2016,Gasoline,Manual,"30,000 Km",1.497,Mpv,"₱558,000 ",Honda Mobilio
Mitsubishi,Mirage,2022,Gasoline,Automatic,"11,000 Km",1.193,Hatchback,"₱558,000 ",Mitsubishi Mirage
