make,model,make_year,fuel_type,transmission,kms_driven,engine_size,body_type,price,key
Geely,Okavango,2021,Gasoline,Dual-clutch,"29,000 Km",1.477,Suv,₱1.25 Million,Geely Okavango
Toyota,Innova,2021,Diesel,Manual,"3,000 Km",2.755,Mpv,₱1.25 Million,Toyota Innova
Toyota,Hilux,2017,Diesel,Automatic,"41,000 Km",2.755,Pickup-trucks,₱1.25 Million,Toyota Hilux
Toyota,Fortuner,2017,Diesel,Automatic,"95,000 Km",2.393,Suv,₱1.25 Million,Toyota Fortuner
Audi,A4,2014,Diesel,Automatic,"35,000 Km",1.969,Sedan,₱1.25 Million,Audi A4
Ford,Ranger,2019,Diesel,Automatic,"60,000 Km",2.0,Pickup-trucks,₱1.25 Million,Ford Ranger
Nissan,NP300,2022,Diesel,Automatic,"5,379 Km",2.5,Pickup-trucks,₱1.255 Million,Nissan NP300
Nissan,NP300,2019,Diesel,Automatic,1 Km,2.5,Pickup-trucks,₱1.258 Million,Nissan NP300
Toyota,Hiace,2023,Diesel,Manual,"4,000 Km",3.0,Van,₱1.259 Million,Toyota Hiace
Isuzu,mu-X,2019,Diesel,Automatic,"19,000 Km",1.898,Suv,₱1.268 Million,Isuzu mu-X
Toyota,Hilux,2021,Diesel,Automatic,"28,000 Km",2.393,Pickup-trucks,₱1.268 Million,Toyota Hilux
Toyota,Fortuner,2019,Diesel,Automatic,"35,000 Km",2.393,Suv,₱1.268 Million,Toyota Fortuner
Toyota,Hiace,2023,Diesel,Manual,"2,800 Km",3.0,Van,₱1.27 Million,Toyota Hiace
Toyota,Fortuner,2017,Diesel,Automatic,"70,000 Km",2.393,Suv,₱1.27 Million,Toyota Fortuner
Nissan,NV350,2018,Diesel,Automatic,"50,000 Km",2.488,Minivans,₱1.27 Million,Nissan NV350
Mitsubishi,Montero,2022,Diesel,Manual,"5,000 Km",2.442,Suv,₱1.278 Million,Mitsubishi Montero
Nissan,Terra,2020,Diesel,Automatic,"19,000 Km",2.5,Suv,₱1.278 Million,Nissan Terra
Toyota,Hilux,2023,Diesel,Automatic,"32,000 Km",2.393,Pickup-trucks,₱1.28 Million,Toyota Hilux
Toyota,Hilux,2021,Diesel,Manual,"72,000 Km",2.393,Pickup-trucks,₱1.28 Million,Toyota Hilux
Toyota,Fortuner,2018,Diesel,Automatic,"31,000 Km",2.393,Suv,₱1.28 Million,Toyota Fortuner
Nissan,Terra,2020,Diesel,Automatic,"27,523 Km",2.488,Suv,₱1.28 Million,Nissan Terra
Nissan,Terra,2019,Diesel,Automatic,"68,000 Km",2.5,Suv,₱1.28 Million,Nissan Terra
Nissan,NV350,2018,Diesel,Manual,"63,000 Km",2.488,Minivans,₱1.28 Million,Nissan NV350
Honda,Odyssey,2016,Gasoline,Automatic,"20,000 Km",3.5,Van,₱1.288 Million,Honda Odyssey
MINI,Cooper,2010,Gasoline,Automatic,1 Km,2.0,Hatchback,₱1.288 Million,MINI Cooper
Toyota,Fortuner,2019,Diesel,Automatic,"28,000 Km",2.393,Suv,₱1.288 Million,Toyota Fortuner
Mazda,3,2020,Gasoline,Automatic,"20,000 Km",2.0,Hatchback,₱1.29 Million,Mazda 3
Nissan,Terra,2019,Diesel,Automatic,"40,000 Km",2.488,Suv,₱1.29 Million,Nissan Terra
Mitsubishi,Montero,2018,Diesel,Automatic,"9,000 Km",2.4,Suv,₱1.29 Million,Mitsubishi Montero
Nissan,Terra,2019,Diesel,Automatic,"23,799 Km",2.488,Suv,₱1.295 Million,Nissan Terra
Toyota,Hiace,2019,Diesel,Manual,"27,000 Km",2.755,Van,₱1.295 Million,Toyota Hiace
Honda,CR-V,2018,Diesel,Automatic,"30,000 Km",1.6,Suv,₱1.298 Million,Honda CR-V
Toyota,Fortuner,2019,Diesel,Automatic,"16,000 Km",2.393,Suv,₱1.298 Million,Toyota Fortuner
Toyota,Fortuner,2019,Diesel,Automatic,"19,000 Km",2.393,Suv,₱1.298 Million,Toyota Fortuner
Mercedes-Benz,A-Class,2017,Gasoline,Automatic,"36,000 Km",1.595,Hatchback,₱1.298 Million,Mercedes-Benz A-Class
Chrysler,300C,2013,Gasoline,Automatic,"25,000 Km",3.604,Sedan,₱1.298 Million,Chrysler 300C
Nissan,NV350,2019,Diesel,Automatic,"39,000 Km",2.488,Van,₱1.298 Million,Nissan NV350
Nissan,Terra,2019,Diesel,Automatic,"31,000 Km",2.488,Suv,₱1.298 Million,Nissan Terra
Nissan,Terra,2020,Diesel,Automatic,"29,000 Km",2.488,Suv,₱1.298 Million,Nissan Terra
Ford,Expedition,2014,Gasoline,Automatic,"45,000 Km",5.4,Suv,₱1.298 Million,Ford Expedition
Toyota,Fortuner,2019,Diesel,Automatic,"35,000 Km",2.393,Suv,₱1.298 Million,Toyota Fortuner
Honda,CR-V,2017,Diesel,Automatic,"40,000 Km",1.597,Suv,₱1.3 Million,Honda CR-V
Toyota,Fortuner,2015,Diesel,Automatic,"15,400 Km",2.393,Suv,₱1.3 Million,Toyota Fortuner
Toyota,Fortuner,2017,Diesel,Automatic,"49,000 Km",2.4,Suv,₱1.3 Million,Toyota Fortuner
Honda,CR-V,2017,Gasoline,Cvt,"11,400 Km",1.997,Suv,₱1.3 Million,Honda CR-V
Toyota,Fortuner,2020,Diesel,Automatic,"28,000 Km",2.393,Suv,₱1.32 Million,Toyota Fortuner
Toyota,Fortuner,2016,Diesel,Automatic,"30,000 Km",2.393,Suv,₱1.325 Million,Toyota Fortuner
Toyota,Hiace,2018,Diesel,Automatic,1 Km,2.982,Van,₱1.33 Million,Toyota Hiace
Toyota,Fortuner,2020,Diesel,Automatic,"21,000 Km",2.393,Suv,₱1.332 Million,Toyota Fortuner
BMW,5,2014,Diesel,Automatic,"35,000 Km",1.995,Sedan,₱1.338 Million,BMW 5
Nissan,Terra,2019,Diesel,Automatic,"46,000 Km",2.488,Suv,₱1.34 Million,Nissan Terra
Toyota,Hilux,2021,Diesel,Automatic,"22,000 Km",2.393,Pickup-trucks,₱1.345 Million,Toyota Hilux
Ford,Explorer,2017,Gasoline,Automatic,"26,000 Km",2.3,Suv,₱1.345 Million,Ford Explorer
BMW,3,2014,Diesel,Automatic,"45,000 Km",1.995,Sedan,₱1.35 Million,BMW 3
Kia,Carnival,2018,Diesel,Automatic,"120,000 Km",2.151,Mpv,₱1.35 Million,Kia Carnival
Toyota,Fortuner,2017,Diesel,Automatic,"57,000 Km",2.393,Suv,₱1.35 Million,Toyota Fortuner
Nissan,Terra,2019,Diesel,Automatic,"27,000 Km",2.488,Suv,₱1.35 Million,Nissan Terra
Toyota,Fortuner,2020,Diesel,Automatic,"29,000 Km",2.393,Suv,₱1.35 Million,Toyota Fortuner
Ford,Everest,2020,Diesel,Automatic,"60,000 Km",2.0,Suv,₱1.35 Million,Ford Everest
Toyota,Hilux,2022,Diesel,Automatic,"30,000 Km",2.4,Pickup-trucks,₱1.35 Million,Toyota Hilux
Toyota,Hilux,2021,Diesel,Automatic,"18,000 Km",2.393,Pickup-trucks,₱1.355 Million,Toyota Hilux
Ford,Everest,2019,Diesel,Automatic,"23,000 Km",2.0,Suv,₱1.358 Million,Ford Everest
Ford,Explorer,2018,Gasoline,Automatic,"53,000 Km",2.3,Suv,₱1.358 Million,Ford Explorer
Toyota,Fortuner,2019,Diesel,Automatic,"23,000 Km",2.393,Suv,₱1.365 Million,Toyota Fortuner
Toyota,86,2017,Gasoline,Manual,"36,000 Km",1.998,Coupe,₱1.368 Million,Toyota 86
Toyota,Fortuner,2018,Diesel,Automatic,"30,000 Km",2.393,Suv,₱1.38 Million,Toyota Fortuner
Nissan,Terra,2019,Diesel,Automatic,1 Km,2.488,Suv,₱1.388 Million,Nissan Terra
Jeep,Commander,2010,Diesel,Automatic,"40,000 Km",3.0,Suv,₱1.388 Million,Jeep Commander
Subaru,WRX,2019,Gasoline,Cvt,"30,000 Km",1.998,Sedan,₱1.388 Million,Subaru WRX
Toyota,Hiace,2016,Diesel,Automatic,"38,000 Km",2.982,Van,₱1.39 Million,Toyota Hiace
Kia,Grand,2018,Diesel,Automatic,"60,000 Km",2.199,Mpv,₱1.39 Million,Kia Grand
BMW,M3,1995,Gasoline,Automatic,"17,000 Km",4.0,Coupe,₱1.395 Million,BMW M3
Infiniti,QX80,2010,Gasoline,Automatic,"80,000 Km",5.6,Suv,₱1.398 Million,Infiniti QX80
Mercedes-Benz,GLK,2011,Diesel,Automatic,"69,000 Km",2.143,Suv,₱1.398 Million,Mercedes-Benz GLK
Nissan,NP300,2020,Diesel,Automatic,"21,000 Km",2.5,Pickup-trucks,₱1.398 Million,Nissan NP300
Nissan,NV350,2020,Diesel,Automatic,"26,000 Km",2.488,Van,₱1.398 Million,Nissan NV350
Subaru,BRZ,2016,Gasoline,Automatic,"28,000 Km",2.0,Coupe,₱1.398 Million,Subaru BRZ
Toyota,Hilux,2020,Diesel,Automatic,"40,000 Km",2.393,Pickup-trucks,₱1.398 Million,Toyota Hilux
Mercedes-Benz,S-Class,2007,Gasoline,Automatic,1 Km,3.5,Sedan,₱1.4 Million,Mercedes-Benz S-Class
Ford,Ranger,2020,Diesel,Automatic,"35,000 Km",2.0,Pickup-trucks,₱1.4 Million,Ford Ranger
Ford,Explorer,2016,Gasoline,Automatic,"40,000 Km",3.5,Suv,₱1.42 Million,Ford Explorer
Toyota,Hiace,2020,Diesel,Manual,"18,000 Km",2.755,Van,₱1.42 Million,Toyota Hiace
Toyota,Hilux,2019,Diesel,Manual,1 Km,2.755,Pickup-trucks,₱1.428 Million,Toyota Hilux
Nissan,Terra,2020,Diesel,Automatic,"17,000 Km",2.488,Suv,₱1.428 Million,Nissan Terra
Toyota,Fortuner,2019,Diesel,Automatic,"49,000 Km",2.393,Suv,₱1.428 Million,Toyota Fortuner
Toyota,FJ,2014,Gasoline,Automatic,"19,000 Km",4.0,Suv,₱1.45 Million,Toyota FJ
Jeep,Renegade,2020,Gasoline,Automatic,"11,000 Km",1.398,Suv,₱1.45 Million,Jeep Renegade
Mazda,CX-9,2018,Gasoline,Automatic,"74,000 Km",2.5,Suv,₱1.45 Million,Mazda CX-9
Hyundai,Grand,2018,Diesel,Automatic,1 Km,2.497,Van,₱1.458 Million,Hyundai Grand
Nissan,Terra,2020,Diesel,Automatic,"32,000 Km",2.488,Suv,₱1.468 Million,Nissan Terra
Nissan,Terra,2020,Diesel,Automatic,"28,000 Km",2.488,Suv,₱1.468 Million,Nissan Terra
Toyota,Hiace,2020,Diesel,Manual,"30,000 Km",2.755,Van,₱1.468 Million,Toyota Hiace
Toyota,Hiace,2017,Diesel,Automatic,"13,800 Km",2.982,Van,₱1.478 Million,Toyota Hiace
Hyundai,Grand,2015,Diesel,Automatic,1 Km,2.5,Minivans,₱1.488 Million,Hyundai Grand
Toyota,Innova,2022,Diesel,Automatic,"7,000 Km",2.755,Mpv,₱1.49 Million,Toyota Innova
Toyota,Fortuner,2020,Diesel,Automatic,"54,000 Km",2.393,Suv,₱1.49 Million,Toyota Fortuner
Toyota,Fortuner,2020,Diesel,Automatic,"28,000 Km",2.393,Suv,₱1.498 Million,Toyota Fortuner
Toyota,Hilux,2018,Diesel,Automatic,"57,000 Km",2.755,Pickup-trucks,₱1.498 Million,Toyota Hilux
Ford,Ranger,2019,Diesel,Automatic,"20,000 Km",2.0,Pickup-trucks,₱1.498 Million,Ford Ranger
Mercedes-Benz,A-Class,2017,Gasoline,Automatic,"20,000 Km",1.595,Hatchback,₱1.5 Million,Mercedes-Benz A-Class
Nissan,Terra,2019,Diesel,Automatic,"17,000 Km",2.488,Suv,₱1.5 Million,Nissan Terra
Ford,Ranger,2023,Diesel,Automatic,"15,000 Km",2.0,Pickup-trucks,₱1.5 Million,Ford Ranger
Ford,Ranger,2019,Diesel,Automatic,"43,000 Km",2.0,Pickup-trucks,₱1.5 Million,Ford Ranger
Chery,Tiggo,2023,Gasoline,Cvt,400 Km,1.5,Suv,₱1.5 Million,Chery Tiggo
MINI,5,2015,Gasoline,Automatic,"33,180 Km",1.998,Hatchback,₱1.5 Million,MINI 5
Subaru,XV,2022,Gasoline,Cvt,"18,000 Km",1.995,Suv,₱1.5 Million,Subaru XV
Ford,Ranger,2023,Diesel,Automatic,"8,000 Km",2.0,Pickup-trucks,₱1.518 Million,Ford Ranger
Toyota,86,2016,Gasoline,Automatic,"34,000 Km",1.998,Coupe,₱1.525 Million,Toyota 86
Toyota,Hiace,2018,Diesel,Automatic,1 Km,2.982,Van,₱1.528 Million,Toyota Hiace
Subaru,WRX,2015,Gasoline,Manual,"20,000 Km",2.457,Sedan,₱1.55 Million,Subaru WRX
Ford,Explorer,2018,Gasoline,Automatic,"41,856 Km",3.5,Suv,₱1.55 Million,Ford Explorer
BMW,X5,2010,Diesel,Automatic,"60,000 Km",2.993,Suv,₱1.55 Million,BMW X5
Toyota,Fortuner,2021,Diesel,Automatic,"14,000 Km",2.393,Suv,₱1.558 Million,Toyota Fortuner
Honda,CR-V,2018,Gasoline,Cvt,"15,000 Km",1.997,Suv,₱1.56 Million,Honda CR-V
Mitsubishi,Montero,2020,Diesel,Automatic,"30,000 Km",2.442,Suv,₱1.56 Million,Mitsubishi Montero
Toyota,Fortuner,2022,Diesel,Automatic,"20,000 Km",2.393,Suv,₱1.598 Million,Toyota Fortuner
Toyota,Sienna,2011,Gasoline,Automatic,"55,000 Km",3.498,Mpv,₱1.6 Million,Toyota Sienna
Toyota,Fortuner,2019,Diesel,Manual,"35,044 Km",2.393,Suv,₱1.6 Million,Toyota Fortuner
Ford,Ranger,2019,Diesel,Automatic,"20,000 Km",2.0,Pickup-trucks,₱1.6 Million,Ford Ranger
Ford,Everest,2023,Diesel,Automatic,"8,000 Km",2.0,Suv,₱1.6 Million,Ford Everest
Honda,Pilot,2016,Gasoline,Automatic,"38,000 Km",3.5,Suv,₱1.6 Million,Honda Pilot
Mitsubishi,Pajero,2015,Diesel,Automatic,"60,000 Km",3.198,Suv,₱1.62 Million,Mitsubishi Pajero
Toyota,Hiace,2016,Diesel,Automatic,"20,000 Km",2.982,Van,₱1.63 Million,Toyota Hiace
Hyundai,Santa,2019,Diesel,Automatic,"15,000 Km",2.199,Suv,₱1.65 Million,Hyundai Santa
Toyota,Fortuner,2018,Diesel,Automatic,"75,000 Km",2.765,Suv,₱1.65 Million,Toyota Fortuner
Mazda,MX-5,2016,Gasoline,Automatic,"19,000 Km",1.998,Convertibles,₱1.65 Million,Mazda MX-5
Ford,Ranger,2020,Diesel,Automatic,"16,000 Km",2.0,Pickup-trucks,₱1.65 Million,Ford Ranger
Nissan,Terra,2019,Diesel,Automatic,1 Km,2.488,Suv,₱1.68 Million,Nissan Terra
Hyundai,Grand,2019,Diesel,Automatic,"37,000 Km",2.497,Minivans,₱1.68 Million,Hyundai Grand
BMW,X3,2013,Gasoline,Automatic,"50,000 Km",1.997,Suv,₱1.68 Million,BMW X3
Lexus,NX,2016,Gasoline,Automatic,"58,000 Km",2.498,Suv,₱1.695 Million,Lexus NX
MINI,Cooper,2016,Gasoline,Automatic,1 Km,2.0,Hatchback,₱1.698 Million,MINI Cooper
Jaguar,XF,2010,Gasoline,Automatic,"20,000 Km",1.999,Sedan,₱1.698 Million,Jaguar XF
Toyota,Fortuner,2021,Diesel,Automatic,"15,000 Km",2.393,Suv,₱1.698 Million,Toyota Fortuner
Mercedes-Benz,GLA-Class,2017,Gasoline,Automatic,"14,000 Km",1.595,Suv,₱1.699 Million,Mercedes-Benz GLA-Class
Ford,Everest,2022,Diesel,Automatic,"20,000 Km",2.0,Suv,₱1.7 Million,Ford Everest
Ford,Ranger,2021,Diesel,Automatic,"9,000 Km",2.0,Pickup-trucks,₱1.7 Million,Ford Ranger
Toyota,Hiace,2018,Diesel,Manual,158 Km,2.982,Van,₱1.72 Million,Toyota Hiace
Toyota,FJ,2015,Gasoline,Automatic,"50,000 Km",4.0,Suv,₱1.728 Million,Toyota FJ
Ford,Ranger,2019,Diesel,Automatic,"19,000 Km",2.0,Pickup-trucks,₱1.748 Million,Ford Ranger
Mercedes-Benz,C-Class,2013,Gasoline,Automatic,"30,000 Km",1.991,Sedan,₱1.75 Million,Mercedes-Benz C-Class
Mazda,CX-9,2018,Gasoline,Automatic,"22,000 Km",2.5,Suv,₱1.75 Million,Mazda CX-9
Peugeot,3008,2021,Gasoline,Automatic,"7,500 Km",1.598,Suv,₱1.75 Million,Peugeot 3008
Toyota,GR86,2019,Gasoline,Automatic,"7,000 Km",2.4,Coupe,₱1.75 Million,Toyota GR86
Ford,Explorer,2018,Gasoline,Automatic,"20,000 Km",2.3,Suv,₱1.75 Million,Ford Explorer
Mitsubishi,Montero,2020,Diesel,Automatic,"40,000 Km",2.442,Suv,₱1.758 Million,Mitsubishi Montero
Ford,Ranger,2019,Diesel,Automatic,"14,000 Km",2.0,Pickup-trucks,₱1.778 Million,Ford Ranger
Toyota,Corolla,2022,Gasoline,Cvt,"1,000 Km",1.798,Crossover,₱1.78 Million,Toyota Corolla
Nissan,NV350,2018,Diesel,Automatic,"17,900 Km",2.488,Van,₱1.78 Million,Nissan NV350
Mercedes-Benz,GLA-Class,2015,Gasoline,Automatic,"7,000 Km",1.322,Suv,₱1.79 Million,Mercedes-Benz GLA-Class
Ford,Everest,2022,Diesel,Automatic,"11,000 Km",2.0,Suv,₱1.795 Million,Ford Everest
Mercedes-Benz,E200,2014,Gasoline,Automatic,"16,000 Km",2.0,Luxury-vehicles,₱1.798 Million,Mercedes-Benz E200
Mercedes-Benz,S-Class,2012,Gasoline,Automatic,"64,000 Km",3.498,Sedan,₱1.798 Million,Mercedes-Benz S-Class
Jeep,Grand,2013,Diesel,Automatic,1 Km,2.998,Suv,₱1.798 Million,Jeep Grand
MINI,Clubman,2017,Gasoline,Automatic,1 Km,1.598,Station-wagon,₱1.798 Million,MINI Clubman
Toyota,Hilux,2020,Diesel,Automatic,"20,000 Km",2.755,Pickup-trucks,₱1.798 Million,Toyota Hilux
GMC,Yukon,2002,Gasoline,Automatic,1 Km,5.3,Suv,₱1.8 Million,GMC Yukon
Mercedes-Benz,SL-Class,2003,Gasoline,Automatic,1 Km,5.461,Convertibles,₱1.8 Million,Mercedes-Benz SL-Class
BMW,3,2014,Diesel,Automatic,"15,000 Km",1.995,Sedan,₱1.8 Million,BMW 3
Jeep,Grand,2014,Diesel,Automatic,"55,000 Km",2.998,Suv,₱1.8 Million,Jeep Grand
Mazda,MX-5,2016,Gasoline,Automatic,"23,000 Km",2.0,Convertibles,₱1.8 Million,Mazda MX-5
Toyota,Hiace,2019,Diesel,Automatic,"70,000 Km",2.8,Van,₱1.8 Million,Toyota Hiace
Toyota,FJ,2016,Gasoline,Automatic,"55,000 Km",4.0,Suv,₱1.8 Million,Toyota FJ
BMW,5,2016,Diesel,Automatic,"56,000 Km",1.995,Sedan,₱1.8 Million,BMW 5
Ford,Explorer,2016,Gasoline,Automatic,"17,313 Km",3.5,Suv,₱1.8 Million,Ford Explorer
Ford,Explorer,2014,Gasoline,Automatic,"80,000 Km",3.5,Suv,₱1.8 Million,Ford Explorer
Subaru,WRX,2018,Gasoline,Manual,"2,000 Km",1.998,Sedan,₱1.815 Million,Subaru WRX
Honda,Odyssey,2019,Gasoline,Cvt,"4,000 Km",2.356,Mpv,₱1.83 Million,Honda Odyssey
Ford,Everest,2022,Diesel,Automatic,"20,001 Km",2.0,Suv,₱1.83 Million,Ford Everest
Toyota,Sequoia,2010,Gasoline,Automatic,"59,000 Km",5.7,Suv,₱1.85 Million,Toyota Sequoia
Ford,Ranger,2021,Diesel,Automatic,"14,000 Km",2.0,Pickup-trucks,₱1.85 Million,Ford Ranger
Toyota,Fortuner,2019,Diesel,Automatic,"8,000 Km",2.765,Suv,₱1.85 Million,Toyota Fortuner
Mazda,CX-5,2023,Gasoline,Automatic,"4,800 Km",2.5,Crossover,₱1.85 Million,Mazda CX-5
Nissan,370Z,2010,Gasoline,Automatic,"6,000 Km",3.7,Coupe,₱1.88 Million,Nissan 370Z
Ford,Everest,2020,Diesel,Automatic,"11,000 Km",2.0,Suv,₱1.88 Million,Ford Everest
MINI,Clubman,2018,Gasoline,Automatic,"30,000 Km",1.998,Station-wagon,₱1.898 Million,MINI Clubman
Toyota,Land,1995,Diesel,Manual,1 Km,4.2,Suv,₱1.9 Million,Toyota Land
Toyota,Land,2004,Diesel,Automatic,1 Km,4.2,Suv,₱1.9 Million,Toyota Land
Peugeot,Traveller,2019,Diesel,Automatic,"18,768 Km",2.0,Mpv,₱1.9 Million,Peugeot Traveller
Mazda,CX-9,2019,Gasoline,Automatic,"25,000 Km",2.5,Suv,₱1.9 Million,Mazda CX-9
BMW,X3,2018,Gasoline,Automatic,"61,000 Km",1.997,Suv,₱1.917 Million,BMW X3
Mercedes-Benz,E-Class,2015,Diesel,Automatic,"39,000 Km",2.143,Sedan,₱1.949 Million,Mercedes-Benz E-Class
Hyundai,Grand,2020,Gasoline,Automatic,"12,000 Km",2.498,Minivans,₱1.95 Million,Hyundai Grand
Mercedes-Benz,A-Class,2020,Gasoline,Automatic,"5,000 Km",1.595,Hatchback,₱1.95 Million,Mercedes-Benz A-Class
Toyota,Fortuner,2023,Diesel,Automatic,"6,000 Km",2.8,Suv,₱1.95 Million,Toyota Fortuner
Honda,Odyssey,2020,Gasoline,Automatic,"20,000 Km",2.356,Van,₱1.95 Million,Honda Odyssey
Jeep,Grand,2013,Gasoline,Automatic,"51,000 Km",6.398,Suv,₱1.95 Million,Jeep Grand
Ford,Ranger,2022,Diesel,Automatic,"21,000 Km",2.0,Pickup-trucks,₱1.95 Million,Ford Ranger
Mitsubishi,Montero,2023,Diesel,Automatic,"20,000 Km",2.442,Suv,₱1.97 Million,Mitsubishi Montero
Mercedes-Benz,GLA-Class,2019,Gasoline,Automatic,"5,000 Km",1.595,Suv,₱1.98 Million,Mercedes-Benz GLA-Class
Isuzu,mu-X,2023,Diesel,Automatic,"4,500 Km",2.999,Suv,₱1.98 Million,Isuzu mu-X
Jaguar,X-Type,2016,Gasoline,Automatic,"20,000 Km",2.0,Sedan,₱1.988 Million,Jaguar X-Type
Peugeot,Traveller,2018,Diesel,Automatic,1 Km,1.997,Mpv,₱1.988 Million,Peugeot Traveller
Land,Rover,2008,Diesel,Automatic,"94,000 Km",2.997,Suv,₱1.995 Million,Land Rover
Jeep,Wrangler,2008,Gasoline,Automatic,"88,000 Km",3.8,Suv,₱1.998 Million,Jeep Wrangler
Cadillac,Escalade,2007,Gasoline,Automatic,1 Km,5.998,Suv,₱1.998 Million,Cadillac Escalade
Hummer,H2,2005,Gasoline,Automatic,"45,000 Km",6.0,Suv,₱2 Million,Hummer H2
Mazda,CX-9,2020,Gasoline,Automatic,"10,000 Km",2.5,Suv,₱2 Million,Mazda CX-9
Toyota,Land,2016,Gasoline,Automatic,"75,000 Km",4.0,Suv,₱2 Million,Toyota Land
Ford,Explorer,2016,Gasoline,Automatic,"25,000 Km",3.5,Suv,₱2 Million,Ford Explorer
Audi,A4,2019,Gasoline,Automatic,"3,000 Km",1.395,Sedan,₱2 Million,Audi A4
Mercedes-Benz,CLA-Class,2018,Gasoline,Dual-clutch,"18,000 Km",1.332,Sedan,₱2.09 Million,Mercedes-Benz CLA-Class
Mazda,CX-5,2020,Gasoline,Automatic,"10,000 Km",2.0,Crossover,₱2.1 Million,Mazda CX-5
Toyota,Hiace,2019,Diesel,Automatic,"46,000 Km",2.755,Van,₱2.1 Million,Toyota Hiace
Toyota,Hilux,2022,Diesel,Automatic,"15,000 Km",2.755,Pickup-trucks,₱2.1 Million,Toyota Hilux
BMW,X3,2015,Diesel,Automatic,"68,811 Km",1.995,Suv,₱2.1 Million,BMW X3
Lexus,NX,2015,Gasoline,Automatic,"48,000 Km",2.498,Suv,₱2.128 Million,Lexus NX
Mercedes-Benz,GL,2011,Gasoline,Automatic,"32,000 Km",4.6,Suv,₱2.15 Million,Mercedes-Benz GL
Honda,Odyssey,2018,Gasoline,Cvt,"28,000 Km",2.356,Mpv,₱2.15 Million,Honda Odyssey
Jeep,Grand,2017,Gasoline,Automatic,"30,000 Km",3.604,Suv,₱2.18 Million,Jeep Grand
Toyota,Alphard,2016,Gasoline,Automatic,"30,000 Km",3.5,Mpv,₱2.2 Million,Toyota Alphard
Nissan,Patrol,2013,Gasoline,Automatic,"100,000 Km",5.552,Suv,₱2.2 Million,Nissan Patrol
BMW,X3,2017,Diesel,Automatic,"20,000 Km",1.995,Suv,₱2.23 Million,BMW X3
BMW,X1,2018,Diesel,Automatic,"20,000 Km",1.995,Suv,₱2.23 Million,BMW X1
Toyota,GR86,2023,Gasoline,Automatic,"1,000 Km",2.4,Coupe,₱2.235 Million,Toyota GR86
BMW,M5,2006,Gasoline,Automatic,"25,000 Km",4.4,Sedan,₱2.25 Million,BMW M5
Mercedes-Benz,C250,2015,Gasoline,Automatic,"25,000 Km",1.8,Sedan,₱2.25 Million,Mercedes-Benz C250
Toyota,Alphard,2015,Gasoline,Automatic,1 Km,3.5,Mpv,₱2.3 Million,Toyota Alphard
BMW,7,2013,Gasoline,Automatic,"5,000 Km",2.998,Sedan,₱2.3 Million,BMW 7
Mercedes-Benz,V-Class,2018,Diesel,Automatic,"70,000 Km",1.95,Mpv,₱2.3 Million,Mercedes-Benz V-Class
Ford,Mustang,2015,Gasoline,Automatic,"12,000 Km",5.0,Coupe,₱2.348 Million,Ford Mustang
Lexus,RX,2016,Gasoline,Automatic,"22,000 Km",3.498,Suv,₱2.398 Million,Lexus RX
BMW,X4,2016,Diesel,Automatic,"38,000 Km",1.995,Suv,₱2.4 Million,BMW X4
Toyota,Fortuner,2022,Diesel,Automatic,"10,000 Km",2.8,Suv,₱2.42 Million,Toyota Fortuner
Mercedes-Benz,C-Class,2017,Gasoline,Automatic,"18,000 Km",1.991,Sedan,₱2.43 Million,Mercedes-Benz C-Class
Ford,Mustang,2015,Gasoline,Automatic,"18,000 Km",5.0,Convertibles,₱2.43 Million,Ford Mustang
Ford,Mustang,2016,Gasoline,Automatic,"70,000 Km",5.0,Coupe,₱2.43 Million,Ford Mustang
Ford,Mustang,2016,Gasoline,Automatic,"8,000 Km",5.0,Coupe,₱2.43 Million,Ford Mustang
BMW,Z4,2010,Gasoline,Automatic,"38,000 Km",3.0,Convertibles,₱2.458 Million,BMW Z4
BMW,X4,2016,Diesel,Automatic,"23,000 Km",1.995,Suv,₱2.49 Million,BMW X4
Lexus,LS,2013,Gasoline,Automatic,"30,000 Km",4.6,Sedan,₱2.495 Million,Lexus LS
Mercedes-Benz,E-Class,2017,Gasoline,Automatic,"21,000 Km",1.991,Sedan,₱2.5 Million,Mercedes-Benz E-Class
Maserati,3200,2002,Gasoline,Automatic,"66,000 Km",3.2,Coupe,₱2.5 Million,Maserati 3200
Chrysler,300C,2016,Gasoline,Automatic,"13,500 Km",3.5,Luxury-vehicles,₱2.5 Million,Chrysler 300C
Mercedes-Benz,C250,2015,Gasoline,Automatic,"25,000 Km",1.8,Sedan,₱2.5 Million,Mercedes-Benz C250
Land,Rover,2017,Diesel,Automatic,"54,000 Km",2.0,Suv,₱2.5 Million,Land Rover
Toyota,Hilux,2018,Diesel,Manual,"5,000 Km",2.755,Pickup-trucks,₱2.5 Million,Toyota Hilux
Jeep,Grand,2017,Gasoline,Automatic,"38,000 Km",6.398,Suv,₱2.5 Million,Jeep Grand
Mercedes-Benz,CLA-Class,2020,Gasoline,Automatic,"40,000 Km",1.6,Sedan,₱2.5 Million,Mercedes-Benz CLA-Class
Toyota,Alphard,2018,Gasoline,Automatic,"120,000 Km",3.456,Mpv,₱2.5 Million,Toyota Alphard
Ford,Mustang,2019,Gasoline,Automatic,"25,000 Km",5.0,Coupe,₱2.55 Million,Ford Mustang
