make,model,make_year,fuel_type,transmission,kms_driven,engine_size,body_type,resale_price,key
Honda,CR-V,2005,Gasoline,Automatic,55000.0,2.4,Suv,250000.0,Honda CR-V
Toyota,Hiace,2014,Diesel,Manual,78000.0,2.5,Van,252240.0,Toyota Hiace
Honda,Civic,2004,Gasoline,Cvt,120000.0,1.5,Sedan,255000.0,Honda Civic
Ford,Escape,2004,Gasoline,Automatic,68000.0,2.0,Suv,258000.0,Ford Escape
Hyundai,Eon,2016,Gasoline,Manual,50000.0,0.81,Hatchback,259000.0,Hyundai Eon
Mitsubishi,Galant,2010,Gasoline,Automatic,50000.0,2.4,Sedan,260000.0,Mitsubishi Galant
Toyota,Corolla,2009,Gasoline,Cvt,105000.0,1.6,Sedan,260000.0,Toyota Corolla
BMW,318i,2004,Gasoline,Automatic,100000.0,1.8,Sedan,265000.0,BMW 318i
Ford,Focus,2012,Diesel,Automatic,95000.0,2.0,Hatchback,265000.0,Ford Focus
Suzuki,Celerio,2016,Gasoline,Amt,90000.0,1.0,Hatchback,265000.0,Suzuki Celerio
Ford,E-150,2000,Gasoline,Automatic,112000.0,4.6,Van,268000.0,Ford E-150
Hyundai,Tucson,2007,Gasoline,Manual,1.0,2.0,Suv,268000.0,Hyundai Tucson
Mitsubishi,Lancer,2009,Gasoline,Automatic,90000.0,1.6,Sedan,270000.0,Mitsubishi Lancer
Chevrolet,Cruze,2010,Gasoline,Automatic,42000.0,1.8,Sedan,270000.0,Chevrolet Cruze
Hyundai,Accent,2017,Gasoline,Manual,71541.0,1.37,Sedan,270000.0,Hyundai Accent
Hyundai,Tucson,2009,Diesel,Automatic,95000.0,2.0,Suv,270000.0,Hyundai Tucson
Nissan,Almera,2013,Gasoline,Cvt,115000.0,1.0,Sedan,270000.0,Nissan Almera
Honda,Civic,2006,Gasoline,Cvt,110000.0,1.5,Sedan,270000.0,Honda Civic
Foton,Gratour,2017,Gasoline,Manual,28000.0,1.5,Minivans,275000.0,Foton Gratour
Hyundai,Santa,2006,Diesel,Automatic,192000.0,2.2,Suv,275000.0,Hyundai Santa
Toyota,Vios,2014,Gasoline,Manual,143117.0,1.29,Sedan,275000.0,Toyota Vios
Suzuki,Alto,2017,Gasoline,Manual,45000.0,0.8,Hatchback,275000.0,Suzuki Alto
Kia,Picanto,2017,Gasoline,Manual,47000.0,1.25,Hatchback,278000.0,Kia Picanto
Toyota,Corolla,2007,Gasoline,Manual,1.0,1.6,Sedan,280000.0,Toyota Corolla
Hyundai,Starex,2005,Diesel,Manual,1.0,2.5,Van,280000.0,Hyundai Starex
Honda,Accord,2004,Gasoline,Cvt,170000.0,2.0,Sedan,280000.0,Honda Accord
Ford,Everest,2005,Diesel,Automatic,155000.0,2.0,Suv,280000.0,Ford Everest
Hyundai,Tucson,2009,Gasoline,Automatic,111542.0,2.0,Suv,280000.0,Hyundai Tucson
Toyota,Corolla,2008,Gasoline,Cvt,139000.0,1.6,Sedan,280000.0,Toyota Corolla
Ford,Focus,2013,Gasoline,Automatic,65000.0,1.6,Sedan,280000.0,Ford Focus
Toyota,Corolla,2009,Gasoline,Manual,147000.0,1.6,Sedan,280000.0,Toyota Corolla
Mitsubishi,Mirage,2013,Gasoline,Cvt,130000.0,1.19,Hatchback,280000.0,Mitsubishi Mirage
Toyota,Vios,2012,Gasoline,Automatic,110000.0,1.5,Sedan,280000.0,Toyota Vios
Mitsubishi,Galant,2010,Gasoline,Automatic,77000.0,2.4,Sedan,280000.0,Mitsubishi Galant
Toyota,Vios,2007,Gasoline,Manual,45000.0,1.3,Sedan,288000.0,Toyota Vios
Peugeot,301,2016,Gasoline,Automatic,6000.0,1.59,Sedan,288000.0,Peugeot 301
Hyundai,Eon,2017,Gasoline,Manual,46000.0,0.81,Hatchback,289000.0,Hyundai Eon
Mitsubishi,Pajero,1995,Diesel,Automatic,120000.0,3.2,Suv,290000.0,Mitsubishi Pajero
Mitsubishi,Mirage,2014,Gasoline,Manual,80000.0,1.19,Hatchback,290000.0,Mitsubishi Mirage
Ford,Escape,2010,Gasoline,Automatic,132000.0,2.3,Suv,290000.0,Ford Escape
Foton,MPX,2010,Diesel,Manual,114000.0,2.8,Van,295000.0,Foton MPX
Honda,Civic,2007,Gasoline,Automatic,1.0,1.8,Sedan,295000.0,Honda Civic
Mitsubishi,Mirage,2015,Gasoline,Manual,120000.0,1.19,Hatchback,295000.0,Mitsubishi Mirage
Honda,Civic,2008,Gasoline,Cvt,75000.0,1.5,Sedan,295000.0,Honda Civic
Honda,Brio,2015,Gasoline,Manual,120000.0,1.34,Hatchback,295000.0,Honda Brio
Mitsubishi,Adventure,2002,Diesel,Manual,90000.0,2.49,Mpv,296000.0,Mitsubishi Adventure
Honda,CR-V,2008,Hybrid,E-cvt,150000.0,1.99,Suv,298000.0,Honda CR-V
Toyota,Innova,2006,Gasoline,Manual,120000.0,2.0,Mpv,299000.0,Toyota Innova
Hyundai,H-100,2008,Diesel,Manual,115000.0,2.5,Pickup-trucks,300000.0,Hyundai H-100
Suzuki,Swift,2016,Gasoline,Manual,56000.0,1.2,Sedan,300000.0,Suzuki Swift
Mazda,2,2010,Gasoline,Automatic,116000.0,1.5,Hatchback,300000.0,Mazda 2
Honda,Civic,2008,Gasoline,Cvt,120000.0,1.5,Sedan,300000.0,Honda Civic
Suzuki,Carry,2013,Gasoline,Manual,259046.0,1.5,Pickup-trucks,300000.0,Suzuki Carry
Nissan,Sentra,2009,Gasoline,Manual,46150.0,1.3,Sedan,300000.0,Nissan Sentra
Hyundai,Elantra,2012,Gasoline,Manual,75000.0,1.6,Sedan,300000.0,Hyundai Elantra
Mitsubishi,Mirage,2015,Gasoline,Cvt,90000.0,1.19,Hatchback,300000.0,Mitsubishi Mirage
Hyundai,Elantra,2012,Gasoline,Automatic,83300.0,1.6,Sedan,300000.0,Hyundai Elantra
Mitsubishi,L300,2015,Diesel,Manual,369235.0,2.5,Mpv,300000.0,Mitsubishi L300
Hyundai,Santa,2007,Diesel,Automatic,120000.0,2.2,Suv,300000.0,Hyundai Santa
Toyota,Vios,2012,Gasoline,Cvt,50000.0,1.33,Sedan,300000.0,Toyota Vios
Ford,Focus,2013,Gasoline,Manual,65000.0,1.6,Sedan,300000.0,Ford Focus
Hyundai,Elantra,2013,Gasoline,Manual,120000.0,1.6,Sedan,300000.0,Hyundai Elantra
Suzuki,Celerio,2019,Gasoline,Cvt,50000.0,1.0,Hatchback,300000.0,Suzuki Celerio
Honda,CR-V,2009,Gasoline,Cvt,100000.0,1.5,Suv,300000.0,Honda CR-V
Hyundai,Reina,2020,Gasoline,Manual,71000.0,1.37,Sedan,304000.0,Hyundai Reina
Chevrolet,Sail,2016,Gasoline,Manual,71000.0,1.35,Sedan,305000.0,Chevrolet Sail
Nissan,Almera,2013,Gasoline,Automatic,100000.0,1.5,Sedan,305000.0,Nissan Almera
Ford,Fiesta,2012,Gasoline,Automatic,50000.0,1.5,Sedan,310000.0,Ford Fiesta
Honda,Accord,2010,Gasoline,Automatic,75000.0,2.36,Sedan,310000.0,Honda Accord
Hyundai,Eon,2018,Gasoline,Manual,27222.0,0.81,Hatchback,310000.0,Hyundai Eon
Mitsubishi,Mirage,2015,Gasoline,Cvt,35000.0,1.19,Hatchback,310000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2017,Gasoline,Manual,29000.0,1.19,Sedan,315000.0,Mitsubishi Mirage
Toyota,Corolla,2009,Gasoline,Automatic,80000.0,1.59,Sedan,318000.0,Toyota Corolla
Toyota,Wigo,2017,Gasoline,Manual,30000.0,1.0,Hatchback,318000.0,Toyota Wigo
Ford,Everest,2005,Diesel,Automatic,129000.0,2.5,Suv,319000.0,Ford Everest
Mitsubishi,Mirage,2018,Gasoline,Manual,39000.0,1.19,Sedan,319000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2014,Gasoline,Manual,52000.0,1.19,Hatchback,320000.0,Mitsubishi Mirage
Hyundai,Reina,2019,Gasoline,Manual,15000.0,1.37,Sedan,320000.0,Hyundai Reina
Chevrolet,Captiva,2010,Diesel,Automatic,80000.0,2.0,Crossover,320000.0,Chevrolet Captiva
Hyundai,Accent,2012,Gasoline,Automatic,60000.0,1.37,Sedan,320000.0,Hyundai Accent
Toyota,Vios,2016,Gasoline,Manual,110000.0,1.33,Sedan,320000.0,Toyota Vios
Honda,Brio,2015,Gasoline,Manual,67000.0,1.3,Sedan,320000.0,Honda Brio
Ford,Everest,2003,Diesel,Manual,178000.0,2.5,Suv,320000.0,Ford Everest
Honda,Civic,2007,Gasoline,Cvt,55000.0,1.5,Sedan,320000.0,Honda Civic
Chevrolet,Cruze,2012,Gasoline,Automatic,50000.0,1.8,Sedan,320000.0,Chevrolet Cruze
BMW,318i,2004,Gasoline,Automatic,120000.0,2.0,Sedan,320000.0,BMW 318i
Toyota,Vios,2011,Gasoline,Automatic,1.0,1.3,Sedan,325000.0,Toyota Vios
Mitsubishi,Mirage,2015,Gasoline,Manual,49000.0,1.19,Hatchback,328000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2015,Gasoline,Manual,60000.0,1.19,Sedan,330000.0,Mitsubishi Mirage
Hyundai,Accent,2018,Gasoline,Manual,50000.0,1.37,Sedan,330000.0,Hyundai Accent
Toyota,Vios,2013,Gasoline,Automatic,100000.0,1.3,Sedan,330000.0,Toyota Vios
Toyota,Innova,2005,Gasoline,Manual,151000.0,2.0,Mpv,330000.0,Toyota Innova
Mitsubishi,Adventure,2010,Diesel,Manual,100000.0,2.48,Mpv,330000.0,Mitsubishi Adventure
Toyota,Vios,2015,Gasoline,Manual,75000.0,1.33,Sedan,330000.0,Toyota Vios
Toyota,Wigo,2016,Gasoline,Automatic,28000.0,1.0,Hatchback,335000.0,Toyota Wigo
Mitsubishi,Mirage,2016,Gasoline,Manual,71000.0,1.19,Hatchback,335000.0,Mitsubishi Mirage
Kia,Picanto,2014,Gasoline,Manual,48000.0,1.25,Hatchback,335000.0,Kia Picanto
Suzuki,Swift,2014,Gasoline,Manual,28000.0,1.2,Hatchback,335000.0,Suzuki Swift
Honda,CR-V,2008,Gasoline,Manual,95000.0,2.0,Suv,335000.0,Honda CR-V
Toyota,Corolla,2012,Gasoline,Manual,53500.0,1.6,Sedan,335000.0,Toyota Corolla
Toyota,Camry,2006,Gasoline,Cvt,110000.0,2.49,Sedan,335000.0,Toyota Camry
Volvo,S40,2008,Gasoline,Automatic,90000.0,2.4,Sedan,338000.0,Volvo S40
Volvo,S90,2007,Gasoline,Automatic,85000.0,2.95,Sedan,339000.0,Volvo S90
Honda,Brio,2015,Gasoline,Manual,73000.0,1.2,Hatchback,340000.0,Honda Brio
Mitsubishi,Mirage,2017,Gasoline,Manual,55000.0,1.19,Hatchback,340000.0,Mitsubishi Mirage
Toyota,Wigo,2017,Gasoline,Cvt,56000.0,1.0,Hatchback,340000.0,Toyota Wigo
Nissan,X–Trail,2006,Gasoline,Automatic,140000.0,2.0,Suv,340000.0,Nissan X–Trail
Kia,K2700,2015,Diesel,Manual,165000.0,2.69,Mpv,340000.0,Kia K2700
Hyundai,Elantra,2012,Gasoline,Automatic,40000.0,1.6,Sedan,340000.0,Hyundai Elantra
Mitsubishi,Mirage,2016,Gasoline,Cvt,102000.0,1.19,Hatchback,340000.0,Mitsubishi Mirage
Nissan,X–Trail,2013,Gasoline,Cvt,95000.0,2.5,Crossover,340000.0,Nissan X–Trail
Peugeot,301,2016,Gasoline,Automatic,7000.0,1.59,Sedan,341000.0,Peugeot 301
Nissan,Almera,2016,Gasoline,Manual,65000.0,1.5,Sedan,345000.0,Nissan Almera
Toyota,Avanza,2009,Gasoline,Manual,1.0,1.3,Mpv,348000.0,Toyota Avanza
Hyundai,Accent,2018,Gasoline,Manual,55000.0,1.4,Sedan,348000.0,Hyundai Accent
Toyota,Wigo,2016,Gasoline,Manual,39000.0,1.0,Hatchback,349000.0,Toyota Wigo
BMW,523i,1992,Gasoline,Automatic,1.0,2.5,Sedan,350000.0,BMW 523i
Honda,CR-V,2007,Diesel,Automatic,63731.0,1.6,Suv,350000.0,Honda CR-V
Hyundai,Reina,2019,Gasoline,Manual,20000.0,1.37,Sedan,350000.0,Hyundai Reina
Ford,Expedition,2001,Gasoline,Automatic,30000.0,3.5,Suv,350000.0,Ford Expedition
Suzuki,Swift,2015,Gasoline,Manual,64000.0,1.2,Hatchback,350000.0,Suzuki Swift
Ford,Everest,2006,Diesel,Automatic,115000.0,2.2,Suv,350000.0,Ford Everest
Toyota,Corolla,2013,Gasoline,Manual,80000.0,1.6,Sedan,350000.0,Toyota Corolla
Mitsubishi,Mirage,2017,Gasoline,Manual,39200.0,1.19,Sedan,350000.0,Mitsubishi Mirage
Kia,Picanto,2015,Gasoline,Automatic,64000.0,1.25,Hatchback,350000.0,Kia Picanto
Toyota,Hiace,2023,Diesel,Manual,1100.0,3.0,Van,350000.0,Toyota Hiace
Chevrolet,Spark,2017,Gasoline,Cvt,86000.0,1.4,Hatchback,350000.0,Chevrolet Spark
Nissan,Almera,2017,Gasoline,Manual,75000.0,1.0,Sedan,350000.0,Nissan Almera
Chevrolet,Trax,2015,Gasoline,Automatic,82520.0,1.2,Suv,350000.0,Chevrolet Trax
Toyota,Wigo,2017,Gasoline,Cvt,45000.0,1.0,Hatchback,350000.0,Toyota Wigo
Toyota,Wigo,2018,Gasoline,Cvt,50000.0,1.0,Hatchback,350000.0,Toyota Wigo
Ford,Fiesta,2012,Gasoline,Automatic,35000.0,1.6,Hatchback,350000.0,Ford Fiesta
Isuzu,Crosswind,2011,Diesel,Manual,200000.0,2.5,Mpv,350000.0,Isuzu Crosswind
Toyota,Vios,2017,Gasoline,Manual,80000.0,1.33,Sedan,350000.0,Toyota Vios
Hyundai,Reina,2019,Gasoline,Manual,35000.0,1.37,Sedan,350000.0,Hyundai Reina
Kia,Carens,2011,Diesel,Automatic,1.0,1.68,Hatchback,355000.0,Kia Carens
Honda,Civic,2010,Gasoline,Automatic,70000.0,1.8,Sedan,355000.0,Honda Civic
Toyota,Vios,2016,Gasoline,Manual,59000.0,1.33,Sedan,355000.0,Toyota Vios
Honda,City,2014,Gasoline,Cvt,90000.0,1.5,Sedan,355000.0,Honda City
Mitsubishi,Adventure,2012,Diesel,Manual,3000.0,2.48,Mpv,358000.0,Mitsubishi Adventure
Ford,Everest,2009,Diesel,Automatic,60000.0,2.5,Suv,358000.0,Ford Everest
Ford,Focus,2014,Gasoline,Automatic,40000.0,2.0,Hatchback,358000.0,Ford Focus
Mitsubishi,Mirage,2017,Gasoline,Manual,52000.0,1.19,Hatchback,360000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2016,Gasoline,Cvt,40000.0,1.19,Sedan,360000.0,Mitsubishi Mirage
Hyundai,Accent,2017,Gasoline,Automatic,44000.0,1.4,Sedan,365000.0,Hyundai Accent
Suzuki,Swift,2011,Gasoline,Automatic,52000.0,1.37,Hatchback,365000.0,Suzuki Swift
Honda,Jazz,2009,Gasoline,Automatic,88733.0,1.3,Hatchback,365000.0,Honda Jazz
Subaru,XV,2012,Gasoline,Cvt,142000.0,2.0,Suv,365000.0,Subaru XV
Nissan,Sylphy,2015,Gasoline,Manual,45000.0,1.6,Sedan,365000.0,Nissan Sylphy
Suzuki,Grand,2014,Gasoline,Automatic,80000.0,2.4,Suv,368000.0,Suzuki Grand
Nissan,Almera,2018,Gasoline,Manual,25000.0,1.5,Sedan,369000.0,Nissan Almera
Suzuki,Swift,2015,Gasoline,Cvt,77000.0,1.2,Hatchback,369000.0,Suzuki Swift
Nissan,Almera,2017,Gasoline,Automatic,72000.0,1.5,Sedan,370000.0,Nissan Almera
Ford,Focus,2013,Gasoline,Automatic,80000.0,1.6,Sedan,370000.0,Ford Focus
Suzuki,Celerio,2016,Gasoline,Cvt,60000.0,1.0,Hatchback,370000.0,Suzuki Celerio
Hyundai,Accent,2017,Gasoline,Manual,1.0,1.4,Sedan,370000.0,Hyundai Accent
Toyota,Vios,2015,Gasoline,Manual,5000.0,1.33,Sedan,370000.0,Toyota Vios
Toyota,Camry,2010,Gasoline,Automatic,35000.0,2.4,Sedan,370000.0,Toyota Camry
Ford,Fiesta,2017,Gasoline,Automatic,64000.0,1.0,Hatchback,375000.0,Ford Fiesta
Mitsubishi,Mirage,2017,Gasoline,Manual,1.0,1.19,Sedan,378000.0,Mitsubishi Mirage
Nissan,Almera,2017,Gasoline,Manual,40000.0,1.5,Sedan,378000.0,Nissan Almera
Mitsubishi,L300,2017,Diesel,Manual,99154.0,2.5,Mpv,378000.0,Mitsubishi L300
Toyota,Wigo,2016,Gasoline,Automatic,34000.0,1.0,Hatchback,378000.0,Toyota Wigo
Suzuki,Jimny,2003,Gasoline,Automatic,1.0,1.33,Suv,378000.0,Suzuki Jimny
Toyota,Wigo,2018,Gasoline,Manual,23000.0,1.0,Hatchback,380000.0,Toyota Wigo
Chevrolet,Sonic,2014,Gasoline,Automatic,39800.0,1.4,Sedan,380000.0,Chevrolet Sonic
Mitsubishi,Pajero,2001,Gasoline,Automatic,105000.0,3.83,Suv,380000.0,Mitsubishi Pajero
Nissan,Almera,2018,Gasoline,Manual,30000.0,1.2,Sedan,380000.0,Nissan Almera
Kia,Carnival,2008,Diesel,Automatic,1.0,2.9,Van,380000.0,Kia Carnival
Kia,Sorento,2010,Diesel,Automatic,80000.0,2.2,Suv,380000.0,Kia Sorento
Ford,Fiesta,2014,Gasoline,Automatic,45000.0,1.5,Sedan,380000.0,Ford Fiesta
Suzuki,Swift,2020,Gasoline,Manual,43000.0,1.2,Sedan,380000.0,Suzuki Swift
Toyota,Corolla,2012,Gasoline,Manual,69000.0,1.6,Sedan,380000.0,Toyota Corolla
Mitsubishi,Adventure,2010,Diesel,Manual,1.0,2.48,Mpv,380000.0,Mitsubishi Adventure
Kia,Sportage,2010,Diesel,Automatic,1.0,2.0,Suv,380000.0,Kia Sportage
Ford,Escape,2008,Gasoline,Automatic,90000.0,2.3,Suv,380000.0,Ford Escape
Hyundai,Accent,2017,Gasoline,Automatic,20000.0,1.37,Sedan,380000.0,Hyundai Accent
Toyota,Vios,2014,Gasoline,Cvt,40000.0,1.33,Sedan,380000.0,Toyota Vios
Mitsubishi,Mirage,2016,Gasoline,Cvt,17000.0,1.19,Hatchback,380000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2019,Gasoline,Manual,18000.0,1.19,Sedan,380000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2017,Gasoline,Cvt,120000.0,1.19,Sedan,380000.0,Mitsubishi Mirage
Toyota,Corolla,2014,Gasoline,Manual,115000.0,1.6,Sedan,380000.0,Toyota Corolla
Mitsubishi,Mirage,2018,Gasoline,Cvt,36000.0,1.19,Sedan,409000.0,Mitsubishi Mirage
Hyundai,Accent,2019,Gasoline,Manual,15000.0,1.37,Sedan,410000.0,Hyundai Accent
Kia,Sportage,2013,Diesel,Automatic,106000.0,2.0,Suv,410000.0,Kia Sportage
Toyota,Innova,2011,Gasoline,Manual,1.0,2.0,Mpv,410000.0,Toyota Innova
Suzuki,APV,2019,Gasoline,Manual,70000.0,1.6,Minivans,410000.0,Suzuki APV
Suzuki,S-Presso,2021,Gasoline,Manual,35000.0,1.0,Hatchback,410000.0,Suzuki S-Presso
Honda,City,2014,Gasoline,Cvt,85390.0,1.5,Sedan,410000.0,Honda City
Suzuki,APV,2019,Gasoline,Manual,38000.0,1.6,Minivans,415000.0,Suzuki APV
Hyundai,Accent,2017,Diesel,Automatic,75000.0,1.58,Sedan,415000.0,Hyundai Accent
Suzuki,Swift,2020,Gasoline,Manual,19000.0,1.2,Sedan,415000.0,Suzuki Swift
Toyota,Wigo,2018,Gasoline,Cvt,40000.0,1.0,Hatchback,415000.0,Toyota Wigo
Toyota,Vios,2016,Gasoline,Automatic,50000.0,1.3,Sedan,418000.0,Toyota Vios
Toyota,Wigo,2018,Gasoline,Manual,40000.0,1.0,Hatchback,418000.0,Toyota Wigo
Mitsubishi,Mirage,2020,Gasoline,Cvt,35000.0,1.19,Sedan,418000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2020,Gasoline,Cvt,21000.0,1.19,Sedan,418000.0,Mitsubishi Mirage
Hyundai,Tucson,2012,Gasoline,Automatic,60000.0,2.0,Suv,420000.0,Hyundai Tucson
Kia,Sorento,2010,Gasoline,Automatic,1.0,2.2,Suv,420000.0,Kia Sorento
Toyota,Wigo,2019,Gasoline,Manual,5000.0,1.0,Hatchback,420000.0,Toyota Wigo
Toyota,Innova,2011,Diesel,Manual,106000.0,2.5,Mpv,420000.0,Toyota Innova
Ford,Ecosport,2016,Gasoline,Automatic,65000.0,1.5,Crossover,420000.0,Ford Ecosport
Ford,Ecosport,2015,Gasoline,Automatic,41000.0,1.5,Suv,420000.0,Ford Ecosport
Toyota,Vios,2015,Gasoline,Manual,35000.0,1.33,Sedan,420000.0,Toyota Vios
Nissan,Urvan,2014,Diesel,Manual,65000.0,2.66,Van,420000.0,Nissan Urvan
Isuzu,Crosswind,2008,Diesel,Manual,146000.0,2.5,Mpv,420000.0,Isuzu Crosswind
Ford,Expedition,2004,Gasoline,Automatic,97000.0,3.5,Suv,420000.0,Ford Expedition
Honda,Accord,2011,Gasoline,Automatic,95000.0,3.47,Sedan,420000.0,Honda Accord
Ford,Ecosport,2017,Gasoline,Automatic,95907.0,1.5,Crossover,420000.0,Ford Ecosport
Toyota,Vios,2016,Gasoline,Manual,1.0,1.3,Sedan,425000.0,Toyota Vios
Toyota,Innova,2011,Diesel,Manual,138900.0,2.8,Mpv,425000.0,Toyota Innova
Kia,Soul,2017,Gasoline,Manual,45000.0,1.6,Hatchback,425000.0,Kia Soul
Toyota,Vios,2018,Gasoline,Manual,1.0,1.33,Sedan,425000.0,Toyota Vios
Kia,Sportage,2012,Gasoline,Automatic,75000.0,2.0,Suv,425000.0,Kia Sportage
Toyota,Vios,2017,Gasoline,Manual,81000.0,1.3,Sedan,428000.0,Toyota Vios
Mitsubishi,Mirage,2018,Gasoline,Cvt,12000.0,1.19,Sedan,428000.0,Mitsubishi Mirage
Mitsubishi,Adventure,2013,Gasoline,Manual,60000.0,2.0,Mpv,430000.0,Mitsubishi Adventure
Foton,Toplander,2016,Diesel,Manual,36000.0,2.78,Suv,430000.0,Foton Toplander
Mitsubishi,Pajero,2004,Diesel,Automatic,152615.0,2.8,Suv,430000.0,Mitsubishi Pajero
Toyota,Vios,2016,Gasoline,Automatic,50000.0,1.3,Sedan,430000.0,Toyota Vios
Toyota,Wigo,2018,Gasoline,Automatic,61000.0,1.0,Hatchback,430000.0,Toyota Wigo
Mazda,2,2016,Gasoline,Automatic,80000.0,1.5,Hatchback,430000.0,Mazda 2
Nissan,Almera,2017,Gasoline,Automatic,150000.0,1.5,Sedan,430000.0,Nissan Almera
Suzuki,Swift,2020,Gasoline,Manual,1.0,1.2,Sedan,430000.0,Suzuki Swift
Toyota,Vios,2016,Gasoline,Manual,374683.0,1.33,Sedan,430000.0,Toyota Vios
Toyota,Vios,2019,Gasoline,Manual,30000.0,1.3,Sedan,430000.0,Toyota Vios
Suzuki,Jimny,2005,Gasoline,Manual,39000.0,1.33,Suv,435000.0,Suzuki Jimny
Toyota,Vios,2016,Gasoline,Automatic,1.0,1.3,Sedan,435000.0,Toyota Vios
Mitsubishi,Mirage,2017,Gasoline,Manual,64000.0,1.19,Sedan,435000.0,Mitsubishi Mirage
Toyota,Wigo,2018,Gasoline,Automatic,42000.0,1.0,Hatchback,435000.0,Toyota Wigo
Honda,City,2012,Gasoline,Automatic,75000.0,1.5,Sedan,435000.0,Honda City
Isuzu,Crosswind,2016,Diesel,Manual,90000.0,2.5,Mpv,438000.0,Isuzu Crosswind
Suzuki,Super,2018,Diesel,Manual,28000.0,0.8,Mpv,438000.0,Suzuki Super
Toyota,Wigo,2018,Gasoline,Automatic,24000.0,1.0,Hatchback,438000.0,Toyota Wigo
Suzuki,Swift,2019,Gasoline,Automatic,30000.0,1.2,Sedan,438000.0,Suzuki Swift
Toyota,Wigo,2016,Gasoline,Automatic,53000.0,1.0,Hatchback,438000.0,Toyota Wigo
Suzuki,APV,2008,Gasoline,Automatic,83000.0,1.6,Van,438000.0,Suzuki APV
Hyundai,Grand,2008,Diesel,Automatic,105000.0,2.5,Van,439000.0,Hyundai Grand
Toyota,Vios,2016,Gasoline,Automatic,5000.0,1.3,Sedan,440000.0,Toyota Vios
Mitsubishi,Outlander,2008,Hybrid,Automatic,35000.0,2.4,Suv,440000.0,Mitsubishi Outlander
Hyundai,Grand,2008,Diesel,Manual,90000.0,2.48,Minivans,440000.0,Hyundai Grand
Honda,City,2014,Gasoline,Cvt,55000.0,1.5,Sedan,440000.0,Honda City
Ford,Ecosport,2014,Gasoline,Manual,9399.0,1.5,Crossover,440000.0,Ford Ecosport
Peugeot,508,2013,Diesel,Automatic,29000.0,2.0,Sedan,444000.0,Peugeot 508
Honda,Civic,2012,Gasoline,Cvt,75000.0,1.8,Sedan,445000.0,Honda Civic
Ford,Ecosport,2014,Gasoline,Manual,100000.0,1.5,Crossover,445000.0,Ford Ecosport
Honda,Civic,2012,Gasoline,Automatic,88000.0,1.8,Sedan,445000.0,Honda Civic
Toyota,Wigo,2018,Gasoline,Cvt,25000.0,1.0,Hatchback,445000.0,Toyota Wigo
Hyundai,Accent,2019,Diesel,Manual,13000.0,1.58,Sedan,448000.0,Hyundai Accent
Suzuki,S-Presso,2021,Gasoline,Manual,9000.0,1.0,Hatchback,448000.0,Suzuki S-Presso
Hyundai,Accent,2015,Diesel,Manual,68000.0,1.58,Sedan,448000.0,Hyundai Accent
Toyota,Avanza,2012,Gasoline,Automatic,56000.0,1.5,Mpv,448000.0,Toyota Avanza
Mitsubishi,Mirage,2019,Gasoline,Cvt,23000.0,1.19,Sedan,449000.0,Mitsubishi Mirage
Honda,City,2010,Gasoline,Manual,70000.0,1.3,Sedan,450000.0,Honda City
Kia,Carnival,2012,Diesel,Manual,85000.0,2.89,Van,450000.0,Kia Carnival
Hyundai,Sonata,2011,Gasoline,Automatic,57000.0,2.36,Sedan,450000.0,Hyundai Sonata
Toyota,Corolla,2014,Gasoline,Automatic,13760.0,16.0,Sedan,450000.0,Toyota Corolla
Ford,Expedition,2003,Gasoline,Automatic,95000.0,3.5,Suv,450000.0,Ford Expedition
Mitsubishi,Mirage,2017,Gasoline,Manual,20000.0,1.19,Sedan,450000.0,Mitsubishi Mirage
Honda,City,2016,Gasoline,Cvt,66000.0,1.5,Sedan,450000.0,Honda City
Honda,CR-V,2011,Gasoline,Cvt,55000.0,1.5,Suv,450000.0,Honda CR-V
Toyota,Wigo,2018,Gasoline,Automatic,30000.0,1.0,Hatchback,450000.0,Toyota Wigo
Suzuki,Grand,2015,Gasoline,Automatic,120000.0,2.4,Suv,450000.0,Suzuki Grand
Kia,Soluto,2020,Gasoline,Automatic,18600.0,1.37,Sedan,450000.0,Kia Soluto
Toyota,Corolla,2014,Gasoline,Automatic,1.0,1.6,Sedan,450000.0,Toyota Corolla
Honda,Jazz,2012,Gasoline,Cvt,60000.0,1.5,Hatchback,450000.0,Honda Jazz
Mitsubishi,Mirage,2016,Gasoline,Cvt,70000.0,1.19,Sedan,450000.0,Mitsubishi Mirage
Mitsubishi,Adventure,2014,Diesel,Manual,130000.0,2.48,Mpv,450000.0,Mitsubishi Adventure
Honda,City,2013,Gasoline,Automatic,80.0,1.5,Sedan,450000.0,Honda City
Subaru,Forester,2010,Gasoline,Automatic,1.0,2.0,Suv,455000.0,Subaru Forester
Suzuki,Swift,2017,Gasoline,Cvt,39000.0,1.2,Hatchback,455000.0,Suzuki Swift
Toyota,Vios,2016,Gasoline,Automatic,72866.0,1.3,Sedan,455000.0,Toyota Vios
