make,model,make_year,fuel_type,transmission,kms_driven,engine_size,body_type,resale_price,key
Chevrolet,Spin,2015,Gasoline,Automatic,70000.0,1.5,Mpv,458000.0,Chevrolet Spin
Toyota,Camry,2010,Gasoline,Manual,60000.0,2.39,Sedan,458000.0,Toyota Camry
Toyota,Wigo,2019,Gasoline,Automatic,52000.0,1.0,Hatchback,458000.0,Toyota Wigo
Hyundai,Accent,2019,Gasoline,Automatic,23000.0,1.4,Sedan,458000.0,Hyundai Accent
Toyota,Innova,2009,Gasoline,Manual,77000.0,2.0,Mpv,458000.0,Toyota Innova
Nissan,Almera,2018,Gasoline,Automatic,34000.0,1.5,Sedan,458000.0,Nissan Almera
Honda,Civic,2012,Gasoline,Automatic,63000.0,1.8,Sedan,458000.0,Honda Civic
BMW,3,2003,Gasoline,Automatic,50000.0,2.0,Sedan,458000.0,BMW 3
Ford,Ecosport,2016,Gasoline,Manual,50000.0,1.5,Crossover,460000.0,Ford Ecosport
Mitsubishi,L300,2016,Diesel,Manual,40000.0,2.5,Mpv,460000.0,Mitsubishi L300
Honda,Civic,2012,Gasoline,Cvt,40000.0,1.5,Sedan,460000.0,Honda Civic
Ford,Ecosport,2016,Gasoline,Automatic,40000.0,1.0,Suv,460000.0,Ford Ecosport
Toyota,Vios,2018,Gasoline,Automatic,48000.0,1.3,Sedan,460000.0,Toyota Vios
Mitsubishi,Mirage,2019,Gasoline,Cvt,27689.0,1.19,Sedan,465000.0,Mitsubishi Mirage
Toyota,Wigo,2020,Gasoline,Automatic,12000.0,1.0,Hatchback,465000.0,Toyota Wigo
Toyota,Vios,2018,Gasoline,Manual,30000.0,1.5,Sedan,465000.0,Toyota Vios
Toyota,Vios,2019,Gasoline,Cvt,55000.0,1.33,Sedan,465000.0,Toyota Vios
Mitsubishi,Mirage,2018,Gasoline,Cvt,9000.0,1.19,Sedan,468000.0,Mitsubishi Mirage
Suzuki,APV,2014,Gasoline,Automatic,73000.0,1.59,Van,468000.0,Suzuki APV
Chevrolet,Spin,2015,Gasoline,Automatic,90000.0,1.5,Mpv,468000.0,Chevrolet Spin
Honda,Jazz,2012,Gasoline,Manual,67000.0,1.3,Hatchback,470000.0,Honda Jazz
Subaru,Forester,2013,Gasoline,Automatic,79000.0,2.0,Suv,470000.0,Subaru Forester
Mitsubishi,Adventure,2012,Diesel,Manual,171185.0,2.48,Mpv,470000.0,Mitsubishi Adventure
Toyota,Corolla,2012,Gasoline,Automatic,42000.0,1.6,Sedan,470000.0,Toyota Corolla
Toyota,Wigo,2019,Gasoline,Automatic,41000.0,1.0,Hatchback,470000.0,Toyota Wigo
Toyota,Wigo,2021,Gasoline,Cvt,17000.0,1.0,Hatchback,470000.0,Toyota Wigo
Mitsubishi,Montero,2010,Diesel,Manual,140000.0,2.44,Suv,470000.0,Mitsubishi Montero
Kia,Carnival,2012,Diesel,Automatic,115000.0,2.9,Van,475000.0,Kia Carnival
Suzuki,Ciaz,2019,Gasoline,Automatic,22612.0,1.4,Sedan,475000.0,Suzuki Ciaz
Toyota,Corolla,2015,Gasoline,Manual,40000.0,1.6,Sedan,475000.0,Toyota Corolla
Toyota,Vios,2017,Gasoline,Manual,25500.0,1.5,Sedan,475000.0,Toyota Vios
Honda,City,2016,Gasoline,Cvt,82230.0,1.5,Sedan,475000.0,Honda City
Chevrolet,Tahoe,1998,Diesel,Automatic,120000.0,5.3,Suv,475000.0,Chevrolet Tahoe
Mazda,2,2016,Gasoline,Automatic,65000.0,1.5,Sedan,478000.0,Mazda 2
Hyundai,Grand,2012,Diesel,Automatic,1.0,2.5,Minivans,478000.0,Hyundai Grand
Toyota,Avanza,2018,Gasoline,Manual,31000.0,1.33,Mpv,478000.0,Toyota Avanza
Honda,City,2014,Gasoline,Cvt,95000.0,1.5,Sedan,479000.0,Honda City
Mitsubishi,L300,2012,Diesel,Manual,1.0,2.5,Mpv,480000.0,Mitsubishi L300
Toyota,Vios,2017,Gasoline,Manual,30000.0,1.33,Sedan,480000.0,Toyota Vios
Ford,Everest,2010,Diesel,Automatic,1.0,2.2,Suv,480000.0,Ford Everest
Toyota,Wigo,2019,Gasoline,Automatic,6000.0,1.0,Hatchback,480000.0,Toyota Wigo
Foton,View,2015,Diesel,Manual,1.0,2.8,Van,480000.0,Foton View
Suzuki,Grand,2014,Gasoline,Automatic,67000.0,2.4,Suv,480000.0,Suzuki Grand
Toyota,Wigo,2019,Gasoline,Automatic,30000.0,1.0,Hatchback,480000.0,Toyota Wigo
Subaru,Forester,2012,Gasoline,Automatic,65000.0,2.5,Suv,480000.0,Subaru Forester
Honda,CR-V,2011,Gasoline,Automatic,80000.0,2.0,Suv,480000.0,Honda CR-V
Toyota,Innova,2011,Gasoline,Automatic,90000.0,2.0,Mpv,480000.0,Toyota Innova
Honda,Brio,2021,Gasoline,Manual,12000.0,1.2,Hatchback,480000.0,Honda Brio
Subaru,Legacy,2011,Gasoline,Automatic,67000.0,2.5,Sedan,480000.0,Subaru Legacy
Isuzu,Crosswind,2010,Diesel,Automatic,1.0,2.5,Suv,480000.0,Isuzu Crosswind
BMW,1,2007,Gasoline,Manual,50000.0,1.6,Hatchback,480000.0,BMW 1
Mitsubishi,L300,2016,Diesel,Manual,120000.0,2.5,Mpv,480000.0,Mitsubishi L300
BMW,1,2009,Gasoline,Manual,80000.0,1.6,Hatchback,480000.0,BMW 1
Suzuki,Ciaz,2018,Gasoline,Automatic,55000.0,1.37,Sedan,480000.0,Suzuki Ciaz
Mazda,CX-5,2013,Gasoline,Automatic,74000.0,2.0,Crossover,508000.0,Mazda CX-5
Ford,Ecosport,2017,Gasoline,Manual,40000.0,1.5,Crossover,508000.0,Ford Ecosport
Mitsubishi,Adventure,2016,Diesel,Manual,54000.0,2.48,Mpv,508000.0,Mitsubishi Adventure
Nissan,Almera,2020,Gasoline,Automatic,28000.0,1.5,Sedan,508000.0,Nissan Almera
Toyota,Wigo,2021,Gasoline,Automatic,21000.0,1.0,Hatchback,508000.0,Toyota Wigo
Chevrolet,Trailblazer,2014,Gasoline,Cvt,120000.0,1.34,Suv,510000.0,Chevrolet Trailblazer
Ford,Everest,2013,Diesel,Automatic,60000.0,2.5,Suv,510000.0,Ford Everest
Ford,Everest,2012,Diesel,Automatic,70000.0,2.5,Suv,510000.0,Ford Everest
Honda,CR-V,2012,Gasoline,Automatic,102448.0,2.4,Suv,510000.0,Honda CR-V
Honda,City,2018,Gasoline,Manual,50000.0,1.5,Sedan,510000.0,Honda City
Suzuki,Carry,2021,Gasoline,Manual,15000.0,1.5,Pickup-trucks,515000.0,Suzuki Carry
Mitsubishi,Montero,2010,Diesel,Automatic,90000.0,2.48,Suv,515000.0,Mitsubishi Montero
MG,ZS,2020,Gasoline,Automatic,30000.0,1.5,Crossover,515000.0,MG ZS
Mitsubishi,Mirage,2019,Gasoline,Cvt,8000.0,1.19,Sedan,518000.0,Mitsubishi Mirage
Ford,Ecosport,2017,Gasoline,Automatic,17000.0,1.5,Crossover,518000.0,Ford Ecosport
Hyundai,Santa,2011,Diesel,Automatic,68000.0,2.2,Suv,518000.0,Hyundai Santa
Kia,Soluto,2020,Gasoline,Manual,12000.0,1.37,Sedan,518000.0,Kia Soluto
Hyundai,Elantra,2017,Gasoline,Automatic,43000.0,1.6,Sedan,518000.0,Hyundai Elantra
Toyota,Vios,2020,Gasoline,Manual,21000.0,1.33,Sedan,518000.0,Toyota Vios
Mitsubishi,L300,2014,Diesel,Manual,1160.0,2.5,Mpv,520000.0,Mitsubishi L300
Ford,Ecosport,2018,Gasoline,Automatic,15000.0,1.5,Suv,520000.0,Ford Ecosport
Hyundai,Accent,2019,Gasoline,Manual,1.0,1.37,Sedan,520000.0,Hyundai Accent
BMW,X5,2005,Gasoline,Automatic,50000.0,4.39,Suv,520000.0,BMW X5
Mitsubishi,Strada,2012,Diesel,Manual,92000.0,2.5,Pickup-trucks,520000.0,Mitsubishi Strada
Mitsubishi,Montero,2009,Diesel,Automatic,90000.0,2.44,Suv,520000.0,Mitsubishi Montero
Honda,City,2018,Gasoline,Cvt,70000.0,1.5,Sedan,520000.0,Honda City
Kia,Sportage,2014,Diesel,Automatic,39000.0,2.0,Suv,520000.0,Kia Sportage
Mitsubishi,Montero,2009,Diesel,Automatic,110000.0,2.44,Suv,520000.0,Mitsubishi Montero
Hyundai,Tucson,2016,Gasoline,Manual,88000.0,2.0,Suv,525000.0,Hyundai Tucson
Toyota,Avanza,2016,Gasoline,Manual,1.0,1.33,Mpv,525000.0,Toyota Avanza
Isuzu,Crosswind,2010,Diesel,Manual,1.0,2.5,Suv,525000.0,Isuzu Crosswind
Hyundai,Elantra,2016,Gasoline,Automatic,47000.0,1.59,Sedan,525000.0,Hyundai Elantra
Toyota,Lite,2023,Gasoline,Manual,8250.0,1.5,Pickup-trucks,525000.0,Toyota Lite
Hyundai,Accent,2019,Gasoline,Automatic,9000.0,1.4,Sedan,528000.0,Hyundai Accent
Chevrolet,Spark,2022,Gasoline,Cvt,5000.0,1.4,Hatchback,528000.0,Chevrolet Spark
Hyundai,Tucson,2011,Gasoline,Automatic,78000.0,2.0,Suv,528000.0,Hyundai Tucson
Toyota,Avanza,2017,Gasoline,Manual,1.0,1.33,Mpv,528000.0,Toyota Avanza
Hyundai,Reina,2020,Gasoline,Automatic,1.0,1.37,Sedan,528000.0,Hyundai Reina
Honda,City,2018,Gasoline,Manual,44000.0,1.5,Sedan,528000.0,Honda City
Suzuki,APV,2020,Gasoline,Manual,21000.0,1.6,Minivans,528000.0,Suzuki APV
Hyundai,Tucson,2013,Gasoline,Automatic,42000.0,2.0,Suv,528000.0,Hyundai Tucson
Toyota,Wigo,2023,Gasoline,Automatic,33000.0,1.0,Hatchback,528000.0,Toyota Wigo
Suzuki,S-Presso,2022,Gasoline,Manual,6000.0,1.0,Hatchback,528000.0,Suzuki S-Presso
Toyota,Vios,2020,Gasoline,Cvt,25000.0,1.33,Sedan,528000.0,Toyota Vios
Toyota,Vios,2021,Gasoline,Cvt,28000.0,1.33,Sedan,528000.0,Toyota Vios
Toyota,Vios,2018,Gasoline,Manual,56000.0,1.5,Sedan,528000.0,Toyota Vios
Toyota,Wigo,2020,Gasoline,Automatic,1200.0,1.0,Hatchback,528000.0,Toyota Wigo
Honda,City,2017,Gasoline,Automatic,40000.0,1.5,Sedan,530000.0,Honda City
Toyota,Innova,2015,Diesel,Manual,85000.0,2.8,Mpv,530000.0,Toyota Innova
Ford,Everest,2014,Diesel,Automatic,70000.0,2.0,Suv,530000.0,Ford Everest
Toyota,Avanza,2018,Gasoline,Manual,21221.0,1.33,Mpv,530000.0,Toyota Avanza
Mitsubishi,Pajero,2004,Diesel,Automatic,144000.0,2.8,Suv,530000.0,Mitsubishi Pajero
Nissan,Juke,2017,Gasoline,Manual,34800.0,1.0,Crossover,530000.0,Nissan Juke
Ford,Everest,2014,Diesel,Manual,1.0,2.5,Suv,530000.0,Ford Everest
Honda,City,2019,Gasoline,Cvt,55000.0,1.5,Sedan,535000.0,Honda City
Nissan,Altima,2015,Gasoline,Cvt,1.0,2.49,Sedan,538000.0,Nissan Altima
Mitsubishi,Adventure,2017,Diesel,Manual,78000.0,2.48,Mpv,538000.0,Mitsubishi Adventure
Mitsubishi,Mirage,2019,Gasoline,Cvt,27000.0,1.19,Sedan,538000.0,Mitsubishi Mirage
Hyundai,Accent,2019,Gasoline,Automatic,11000.0,1.37,Sedan,538000.0,Hyundai Accent
Hyundai,Accent,2019,Gasoline,Automatic,100000.0,1.37,Sedan,538000.0,Hyundai Accent
Hyundai,Accent,2017,Diesel,Automatic,61000.0,1.58,Hatchback,538000.0,Hyundai Accent
Mitsubishi,Mirage,2020,Gasoline,Cvt,20000.0,1.19,Sedan,538000.0,Mitsubishi Mirage
Hyundai,Tucson,2012,Diesel,Automatic,70000.0,2.0,Suv,540000.0,Hyundai Tucson
Toyota,Innova,2013,Gasoline,Automatic,60000.0,2.0,Mpv,540000.0,Toyota Innova
Suzuki,Grand,2017,Gasoline,Automatic,50000.0,2.4,Suv,540000.0,Suzuki Grand
Honda,Jazz,2015,Gasoline,Cvt,73300.0,1.5,Hatchback,540000.0,Honda Jazz
Hyundai,Tucson,2015,Gasoline,Automatic,35000.0,2.0,Suv,543500.0,Hyundai Tucson
Isuzu,D-Max,2012,Diesel,Automatic,10000.0,3.0,Pickup-trucks,545000.0,Isuzu D-Max
Toyota,Wigo,2021,Gasoline,Automatic,20000.0,1.0,Hatchback,545000.0,Toyota Wigo
Honda,City,2018,Gasoline,Cvt,35000.0,1.5,Sedan,545000.0,Honda City
Isuzu,Crosswind,2016,Diesel,Manual,89000.0,2.5,Suv,545000.0,Isuzu Crosswind
Nissan,Almera,2020,Gasoline,Automatic,5000.0,1.5,Sedan,548000.0,Nissan Almera
Honda,City,2017,Gasoline,Cvt,47000.0,1.5,Sedan,548000.0,Honda City
Foton,View,2016,Diesel,Manual,1.0,2.8,Van,548000.0,Foton View
Mitsubishi,Adventure,2017,Diesel,Manual,1.0,2.48,Mpv,548000.0,Mitsubishi Adventure
Mitsubishi,Adventure,2017,Diesel,Manual,63000.0,2.49,Mpv,548000.0,Mitsubishi Adventure
Honda,CR-V,2013,Gasoline,Cvt,95000.0,1.5,Suv,548000.0,Honda CR-V
Toyota,Avanza,2016,Gasoline,Manual,50000.0,1.33,Mpv,548000.0,Toyota Avanza
Toyota,Fortuner,2006,Diesel,Automatic,120000.0,3.0,Suv,548000.0,Toyota Fortuner
Chery,Tiggo,2021,Gasoline,Automatic,9000.0,1.5,Crossover,548000.0,Chery Tiggo
Mitsubishi,Adventure,2017,Diesel,Manual,90000.0,2.49,Mpv,548000.0,Mitsubishi Adventure
Toyota,Vios,2019,Gasoline,Cvt,40000.0,1.33,Sedan,548000.0,Toyota Vios
Toyota,Vios,2020,Gasoline,Cvt,17000.0,1.33,Sedan,549000.0,Toyota Vios
Hyundai,Grand,2013,Diesel,Manual,90000.0,2.48,Minivans,549000.0,Hyundai Grand
Toyota,Innova,2010,Diesel,Automatic,60000.0,2.5,Mpv,550000.0,Toyota Innova
Ford,Expedition,2005,Gasoline,Automatic,1.0,3.5,Suv,550000.0,Ford Expedition
Mitsubishi,L300,2017,Diesel,Manual,80000.0,2.2,Mpv,550000.0,Mitsubishi L300
Hyundai,Accent,2020,Gasoline,Automatic,14000.0,1.4,Sedan,550000.0,Hyundai Accent
Toyota,Fortuner,2010,Gasoline,Automatic,90000.0,2.69,Suv,550000.0,Toyota Fortuner
Mazda,3,2015,Gasoline,Automatic,60000.0,1.5,Sedan,550000.0,Mazda 3
Mitsubishi,Pajero,2005,Gasoline,Automatic,110000.0,3.83,Suv,550000.0,Mitsubishi Pajero
Honda,City,2015,Gasoline,Cvt,55000.0,1.5,Sedan,550000.0,Honda City
Foton,View,2018,Diesel,Manual,146000.0,2.8,Van,550000.0,Foton View
Chevrolet,Captiva,2014,Diesel,Automatic,50000.0,2.0,Crossover,550000.0,Chevrolet Captiva
Kia,Soluto,2020,Gasoline,Automatic,4500.0,1.37,Sedan,550000.0,Kia Soluto
Honda,City,2013,Gasoline,Cvt,40000.0,1.5,Sedan,550000.0,Honda City
Toyota,Avanza,2018,Gasoline,Manual,40000.0,1.33,Mpv,550000.0,Toyota Avanza
Suzuki,Carry,2021,Gasoline,Manual,25000.0,1.5,Pickup-trucks,550000.0,Suzuki Carry
Toyota,Avanza,2018,Gasoline,Manual,27000.0,1.33,Mpv,550000.0,Toyota Avanza
Toyota,Hiace,2003,Diesel,Manual,55000.0,2.76,Van,550000.0,Toyota Hiace
Mitsubishi,Mirage,2021,Gasoline,Cvt,45000.0,1.19,Sedan,550000.0,Mitsubishi Mirage
Hyundai,Grand,2017,Diesel,Manual,123000.0,2.5,Van,555000.0,Hyundai Grand
Toyota,Vios,2019,Gasoline,Cvt,1.0,1.33,Sedan,555000.0,Toyota Vios
Hyundai,Tucson,2016,Gasoline,Manual,50000.0,2.0,Suv,558000.0,Hyundai Tucson
Hyundai,Accent,2020,Gasoline,Automatic,1.0,1.4,Sedan,558000.0,Hyundai Accent
Mitsubishi,Adventure,2017,Diesel,Manual,1.0,2.48,Mpv,558000.0,Mitsubishi Adventure
Honda,Mobilio,2016,Gasoline,Manual,30000.0,1.5,Mpv,558000.0,Honda Mobilio
Mitsubishi,Mirage,2022,Gasoline,Automatic,11000.0,1.19,Hatchback,558000.0,Mitsubishi Mirage
Mitsubishi,L300,2015,Diesel,Manual,84000.0,2.5,Mpv,558000.0,Mitsubishi L300
Kia,Sorento,2013,Diesel,Manual,67000.0,2.2,Suv,558000.0,Kia Sorento
Suzuki,Ertiga,2019,Gasoline,Manual,38000.0,1.46,Mpv,558000.0,Suzuki Ertiga
Toyota,Camry,2013,Gasoline,Manual,118000.0,2.39,Sedan,560000.0,Toyota Camry
Nissan,Almera,2019,Gasoline,Automatic,11547.0,1.5,Sedan,560000.0,Nissan Almera
Mazda,3,2018,Gasoline,Automatic,60000.0,1.5,Sedan,560000.0,Mazda 3
Toyota,Corolla,2014,Gasoline,Automatic,75000.0,1.6,Sedan,560000.0,Toyota Corolla
Suzuki,S-Presso,2023,Gasoline,Manual,800.0,1.0,Hatchback,560000.0,Suzuki S-Presso
Toyota,Avanza,2017,Gasoline,Automatic,33000.0,1.33,Mpv,560000.0,Toyota Avanza
Toyota,RAV,2013,Gasoline,Automatic,90000.0,2.5,Suv,560000.0,Toyota RAV
Hyundai,Tucson,2016,Gasoline,Automatic,50000.0,2.0,Suv,560000.0,Hyundai Tucson
Hyundai,Grand,2013,Diesel,Manual,88000.0,2.48,Minivans,560000.0,Hyundai Grand
Isuzu,Crosswind,2016,Diesel,Manual,45900.0,2.5,Suv,560000.0,Isuzu Crosswind
Toyota,Corolla,2017,Gasoline,Manual,5000.0,1.6,Sedan,560000.0,Toyota Corolla
Mazda,3,2015,Gasoline,Automatic,52884.0,2.0,Hatchback,560000.0,Mazda 3
Subaru,XV,2017,Gasoline,Cvt,55000.0,2.0,Suv,560000.0,Subaru XV
Chery,Tiggo,2021,Gasoline,Cvt,15000.0,1.5,Crossover,565000.0,Chery Tiggo
Honda,Jazz,2015,Gasoline,Automatic,34000.0,1.5,Hatchback,565000.0,Honda Jazz
Nissan,Sylphy,2020,Gasoline,Manual,13000.0,1.6,Sedan,565000.0,Nissan Sylphy
Honda,Mobilio,2016,Gasoline,Cvt,72000.0,1.5,Mpv,565000.0,Honda Mobilio
Mitsubishi,L300,2017,Diesel,Manual,49000.0,2.5,Mpv,568000.0,Mitsubishi L300
Toyota,Vios,2020,Gasoline,Manual,13000.0,1.33,Sedan,568000.0,Toyota Vios
Toyota,Corolla,2019,Gasoline,Automatic,39200.0,1.6,Sedan,569000.0,Toyota Corolla
Mitsubishi,L300,2015,Diesel,Manual,180000.0,2.5,Mpv,570000.0,Mitsubishi L300
Suzuki,Jimny,2006,Gasoline,Automatic,230000.0,1.46,Suv,570000.0,Suzuki Jimny
Mitsubishi,ASX,2015,Gasoline,Cvt,50000.0,2.0,Suv,570000.0,Mitsubishi ASX
Mitsubishi,L300,2016,Diesel,Manual,58000.0,2.5,Mpv,570000.0,Mitsubishi L300
Honda,Mobilio,2015,Gasoline,Cvt,93000.0,1.5,Mpv,570000.0,Honda Mobilio
MG,ZS,2019,Gasoline,Automatic,25000.0,1.5,Crossover,570000.0,MG ZS
Mazda,3,2018,Gasoline,Automatic,50000.0,1.5,Hatchback,570000.0,Mazda 3
Toyota,Vios,2020,Gasoline,Cvt,24000.0,1.33,Sedan,570000.0,Toyota Vios
Hyundai,Grand,2014,Diesel,Automatic,95000.0,2.5,Van,570000.0,Hyundai Grand
Hyundai,Grand,2011,Diesel,Automatic,90000.0,2.5,Van,570000.0,Hyundai Grand
Ford,Ecosport,2018,Gasoline,Automatic,60000.0,1.5,Crossover,575000.0,Ford Ecosport
Toyota,Wigo,2022,Gasoline,Automatic,3000.0,1.0,Hatchback,575000.0,Toyota Wigo
Mitsubishi,Montero,2013,Diesel,Automatic,5000.0,2.5,Suv,575000.0,Mitsubishi Montero
Toyota,Avanza,2017,Gasoline,Cvt,60000.0,1.33,Mpv,575000.0,Toyota Avanza
Honda,Mobilio,2017,Gasoline,Cvt,70000.0,1.5,Mpv,575000.0,Honda Mobilio
Suzuki,Vitara,2019,Gasoline,Automatic,25000.0,1.59,Crossover,575000.0,Suzuki Vitara
Mitsubishi,Adventure,2017,Diesel,Manual,63000.0,2.5,Mpv,578000.0,Mitsubishi Adventure
Toyota,Avanza,2019,Gasoline,Manual,72000.0,1.5,Mpv,578000.0,Toyota Avanza
Toyota,Vios,2019,Gasoline,Cvt,17000.0,1.33,Sedan,578000.0,Toyota Vios
Mitsubishi,Montero,2009,Diesel,Automatic,1.0,2.5,Suv,580000.0,Mitsubishi Montero
Toyota,Corolla,2016,Gasoline,Manual,57000.0,1.6,Sedan,580000.0,Toyota Corolla
Chrysler,300C,2008,Gasoline,Automatic,28000.0,3.5,Luxury-vehicles,580000.0,Chrysler 300C
Subaru,Legacy,2012,Gasoline,Automatic,1.0,2.0,Station-wagon,580000.0,Subaru Legacy
Mitsubishi,Montero,2014,Diesel,Manual,69500.0,2.48,Suv,580000.0,Mitsubishi Montero
Nissan,X–Trail,2015,Gasoline,Cvt,60000.0,2.0,Crossover,580000.0,Nissan X–Trail
Ford,Ecosport,2017,Gasoline,Automatic,32000.0,1.5,Suv,580000.0,Ford Ecosport
Toyota,Vios,2021,Gasoline,Cvt,26000.0,1.33,Sedan,580000.0,Toyota Vios
Kia,Carnival,2013,Diesel,Automatic,110000.0,2.15,Mpv,580000.0,Kia Carnival
Toyota,RAV,2013,Gasoline,Automatic,90000.0,2.5,Suv,580000.0,Toyota RAV
Honda,CR-V,2013,Diesel,Automatic,89800.0,1.6,Suv,580000.0,Honda CR-V
Mitsubishi,Montero,2014,Diesel,Manual,72000.0,2.44,Suv,580000.0,Mitsubishi Montero
Hyundai,Grand,2014,Diesel,Manual,29000.0,2.48,Minivans,585000.0,Hyundai Grand
Ford,Ecosport,2018,Gasoline,Automatic,46000.0,1.5,Crossover,585000.0,Ford Ecosport
Toyota,Vios,2021,Gasoline,Automatic,28000.0,1.3,Sedan,585000.0,Toyota Vios
Toyota,Vios,2020,Gasoline,Manual,18000.0,1.33,Sedan,585000.0,Toyota Vios
Mitsubishi,Adventure,2017,Diesel,Manual,1.0,2.49,Mpv,588000.0,Mitsubishi Adventure
MG,ZS,2019,Gasoline,Manual,1.0,1.5,Crossover,588000.0,MG ZS
Toyota,Corolla,2015,Gasoline,Automatic,1.0,1.6,Sedan,588000.0,Toyota Corolla
Peugeot,Expert,2016,Diesel,Automatic,85000.0,2.0,Van,588000.0,Peugeot Expert
Mitsubishi,Mirage,2021,Gasoline,Cvt,12000.0,1.19,Sedan,588000.0,Mitsubishi Mirage
Toyota,Vios,2018,Gasoline,Cvt,53000.0,1.33,Sedan,588000.0,Toyota Vios
Mitsubishi,Mirage,2022,Gasoline,Cvt,9000.0,1.19,Sedan,588000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2022,Gasoline,Manual,4000.0,1.19,Sedan,588000.0,Mitsubishi Mirage
Toyota,Vios,2019,Gasoline,Cvt,1.0,1.33,Sedan,588000.0,Toyota Vios
MG,5,2022,Gasoline,Cvt,17000.0,1.5,Sedan,588000.0,MG 5
Toyota,Vios,2019,Gasoline,Cvt,1.0,1.33,Sedan,588000.0,Toyota Vios
Toyota,Innova,2009,Gasoline,Manual,63000.0,2.0,Mpv,589000.0,Toyota Innova
Toyota,Lite,2023,Gasoline,Manual,2000.0,1.5,Van,589000.0,Toyota Lite
Toyota,Innova,2014,Gasoline,Automatic,90000.0,2.0,Mpv,589000.0,Toyota Innova
Hyundai,Tucson,2015,Gasoline,Automatic,64000.0,2.0,Suv,590000.0,Hyundai Tucson
Toyota,Fortuner,2010,Diesel,Automatic,82000.0,2.39,Suv,590000.0,Toyota Fortuner
Nissan,X–Trail,2015,Gasoline,Cvt,40000.0,2.0,Crossover,590000.0,Nissan X–Trail
Mitsubishi,ASX,2016,Gasoline,Cvt,20000.0,2.0,Suv,590000.0,Mitsubishi ASX
Isuzu,Crosswind,2015,Diesel,Manual,52000.0,2.5,Mpv,590000.0,Isuzu Crosswind
Chevrolet,Trailblazer,2014,Diesel,Automatic,70000.0,2.78,Suv,590000.0,Chevrolet Trailblazer
Nissan,Juke,2016,Gasoline,Cvt,36000.0,1.6,Crossover,590000.0,Nissan Juke
Toyota,Avanza,2012,Gasoline,Cvt,85000.0,1.33,Mpv,590000.0,Toyota Avanza
Ford,Ranger,2013,Diesel,Manual,95000.0,2.0,Pickup-trucks,590000.0,Ford Ranger
Isuzu,D-Max,2014,Diesel,Automatic,142685.0,3.0,Pickup-trucks,590000.0,Isuzu D-Max
BMW,7,2005,Gasoline,Automatic,70000.0,3.0,Sedan,595000.0,BMW 7
Toyota,Lite,2023,Gasoline,Manual,2000.0,1.5,Pickup-trucks,595000.0,Toyota Lite
Suzuki,Vitara,2018,Gasoline,Automatic,70000.0,1.59,Crossover,595000.0,Suzuki Vitara
Mitsubishi,Montero,2010,Gasoline,Automatic,41000.0,3.2,Suv,595000.0,Mitsubishi Montero
Toyota,Avanza,2018,Gasoline,Automatic,36000.0,1.33,Mpv,595000.0,Toyota Avanza
Mazda,CX-5,2022,Gasoline,Automatic,56000.0,2.5,Crossover,595000.0,Mazda CX-5
Toyota,Vios,2022,Gasoline,Automatic,15000.0,1.3,Sedan,595000.0,Toyota Vios
Honda,City,2017,Gasoline,Cvt,9000.0,1.5,Sedan,598000.0,Honda City
Subaru,Forester,2013,Gasoline,Automatic,70000.0,2.0,Suv,598000.0,Subaru Forester
Nissan,Altima,2015,Gasoline,Cvt,50000.0,2.49,Sedan,598000.0,Nissan Altima
Toyota,Avanza,2017,Gasoline,Automatic,23000.0,1.33,Mpv,598000.0,Toyota Avanza
Toyota,Corolla,2015,Gasoline,Automatic,1.0,1.6,Sedan,598000.0,Toyota Corolla
Kia,Sorento,2010,Gasoline,Automatic,74000.0,3.5,Suv,598000.0,Kia Sorento
Ford,Ecosport,2017,Gasoline,Automatic,31000.0,1.5,Suv,598000.0,Ford Ecosport
Mitsubishi,Adventure,2015,Diesel,Manual,56000.0,2.48,Mpv,598000.0,Mitsubishi Adventure
Mitsubishi,Mirage,2022,Gasoline,Cvt,2000.0,1.19,Sedan,655000.0,Mitsubishi Mirage
Mitsubishi,Mirage,2022,Gasoline,Cvt,1000.0,1.2,Sedan,655000.0,Mitsubishi Mirage
Mitsubishi,Strada,2014,Diesel,Manual,72000.0,2.5,Pickup-trucks,655000.0,Mitsubishi Strada
MG,ZS,2020,Gasoline,Automatic,20000.0,1.5,Crossover,655000.0,MG ZS
Honda,Mobilio,2017,Gasoline,Cvt,38000.0,1.5,Mpv,655000.0,Honda Mobilio
Toyota,Avanza,2018,Gasoline,Manual,16000.0,1.5,Mpv,658000.0,Toyota Avanza
Hyundai,Grand,2016,Diesel,Manual,39000.0,2.48,Minivans,658000.0,Hyundai Grand
Volkswagen,Polo,2017,Gasoline,Automatic,7000.0,1.6,Hatchback,658000.0,Volkswagen Polo
Honda,BR-V,2017,Gasoline,Cvt,53000.0,1.5,Crossover,658000.0,Honda BR-V
Toyota,Vios,2021,Gasoline,Cvt,15000.0,1.33,Sedan,658000.0,Toyota Vios
Toyota,Vios,2022,Gasoline,Cvt,6000.0,1.33,Sedan,659000.0,Toyota Vios
Honda,HR-V,2016,Gasoline,Cvt,30000.0,1.8,Crossover,660000.0,Honda HR-V
Toyota,Fortuner,2011,Diesel,Automatic,1.0,2.4,Suv,660000.0,Toyota Fortuner
Suzuki,Ertiga,2019,Gasoline,Manual,1.0,1.46,Mpv,665000.0,Suzuki Ertiga
