key,make_encoded,model_encoded,transmission_encoded,body_type_encoded,fuel_type_Diesel,fuel_type_Gasoline,kms_driven,engine_size,resale_price,srp,no_sc_mmnl
Ford Ranger,1180181.225,1110143.161,753252.8194,1131717.701,1,0,45000,2,1100000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,4170,2,1150000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,27120,2,1158000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,27000,2,1198000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,2000,2.2,1218000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,60000,2,1250000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,35000,2,1400000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,20000,2,1498000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,15000,2,1500000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,43000,2,1500000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,8000,2,1518000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,20000,2,1600000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,16000,2,1650000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,9000,2,1700000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,19000,2,1748000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,14000,2,1778000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,14000,2,1850000,1249000,2
Ford Ranger,1180181.225,1110143.161,1102810.829,1131717.701,1,0,21000,2,1950000,1249000,2
Ford Territory,1180181.225,954624.4707,1102810.829,825412.2458,0,1,40000,1.5,970000,1335000,2
Ford Territory,1180181.225,954624.4707,1102810.829,1086439.88,0,1,29000,1.5,888000,1335000,2
Ford Territory,1180181.225,954624.4707,1102810.829,825412.2458,0,1,40000,1.5,930000,1335000,2
Ford Territory,1180181.225,954624.4707,1102810.829,825412.2458,0,1,23000,1.5,918000,1335000,2
Ford Territory,1180181.225,954624.4707,678251.552,825412.2458,0,1,45000,1.49,840000,1335000,2
Ford Territory,1180181.225,954624.4707,1102810.829,1086439.88,0,1,59000,1.5,850000,1335000,2
Ford Territory,1180181.225,954624.4707,678251.552,825412.2458,0,1,45000,1.49,840000,1335000,2
Ford Territory,1180181.225,954624.4707,1102810.829,1086439.88,0,1,59000,1.5,850000,1335000,2
Ford Territory,1180181.225,954624.4707,678251.552,825412.2458,0,1,33000,1.49,858000,1335000,2
Ford Territory,1180181.225,954624.4707,1102810.829,1086439.88,0,1,20000,1.5,1000000,1335000,2
Ford Territory,1180181.225,954624.4707,678251.552,825412.2458,0,1,20000,1.49,1070000,1335000,2
Ford Territory,1180181.225,954624.4707,678251.552,825412.2458,0,1,32000,1.49,1080000,1335000,2
Ford Territory,1180181.225,954624.4707,1102810.829,1086439.88,0,1,24000,1.5,1090000,1335000,2
Ford Territory,1180181.225,954624.4707,678251.552,825412.2458,0,1,16000,1.49,1120000,1335000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1982512.019,0,1,18000,5,2150000,3499000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1982512.019,0,1,12000,5,2348000,3499000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1146403.956,0,1,18000,5,2430000,3499000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1982512.019,0,1,70000,5,2430000,3499000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1982512.019,0,1,8000,5,2430000,3499000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1982512.019,0,1,25000,5,2550000,3499000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1982512.019,0,1,5000,5.21,2700000,3499000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1982512.019,0,1,7000,2.3,2758000,3499000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1982512.019,0,1,18000,5,2895000,3499000,2
Ford Mustang,1180181.225,1484694.079,1102810.829,1982512.019,0,1,630,5.21,6500000,3499000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,40000,3.5,1190000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,60000,3.5,1190000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,44591,3.5,1250000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,90000,2,700000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,100000,2,700000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,65000,2,700000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,100000,2,700000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,65000,2,700000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,65000,2,768000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,26000,2,890000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,40000,3.5,950000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,71000,2.3,980000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,18000,2.3,1095000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,1,3.5,1238000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,26000,2.3,1345000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,53000,2.3,1358000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,40000,3.5,1420000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,41856,3.5,1550000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,20000,2.3,1750000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,17313,3.5,1800000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,80000,3.5,1800000,3498000,2
Ford Explorer,1180181.225,1082464.656,1102810.829,1086439.88,0,1,25000,3.5,2000000,3498000,2
Ford Bronco,1180181.225,1717228.714,1102810.829,1086439.88,0,1,100,2,6800000,4998000,2
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,50000,1.8,760000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,40000,1.8,905000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,80000,1.8,390000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,30000,1.8,740000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,30000,1.8,775000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,13000,1.5,1230000,1583000,4
Honda Civic,637133.4036,695351.2193,753252.8194,704313.6279,0,1,10000,1.6,80000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,50000,1.5,90000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,120000,1.8,135000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,24000,1.8,849000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,125300,1.5,250000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,120000,1.5,255000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,110000,1.5,270000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,1,1.8,295000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,75000,1.5,295000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,120000,1.5,300000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,55000,1.5,320000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,70000,1.8,355000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,75000,1.8,445000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,88000,1.8,445000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,63000,1.8,458000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,40000,1.5,460000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,45000,1.5,730000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,45059,1.5,780000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,57000,1.8,800000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,24000,1.8,849000,1583000,4
Honda Civic,637133.4036,695351.2193,1102810.829,704313.6279,0,1,21000,1.8,898000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,1,1.8,938000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,20000,1.5,950000,1583000,4
Honda Civic,637133.4036,695351.2193,753252.8194,704313.6279,0,1,1,1.6,980000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,29000,1.8,988000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,8250,1.5,990888,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,24000,1.5,1058000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,10000,1.5,1080000,1583000,4
Honda Civic,637133.4036,695351.2193,678251.552,704313.6279,0,1,8000,1.5,1150000,1583000,4
Honda BR-V,637133.4036,830715.6626,678251.552,825412.2458,0,1,50000,1.5,690000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,825412.2458,0,1,40000,1.5,675000,1090000,4
Honda BR-V,637133.4036,830715.6626,1102810.829,1086439.88,0,1,30000,1.5,680000,1090000,4
Honda BR-V,637133.4036,830715.6626,1102810.829,1086439.88,0,1,10000,1.5,830000,1090000,4
Honda BR-V,637133.4036,830715.6626,1102810.829,1086439.88,0,1,15000,1.5,838000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,825412.2458,0,1,53000,1.5,658000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,825412.2458,0,1,44000,1.5,678000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,1086439.88,0,1,1,1.5,685000,1090000,4
Honda BR-V,637133.4036,830715.6626,1102810.829,1086439.88,0,1,1,1.5,685000,1090000,4
Honda BR-V,637133.4036,830715.6626,1102810.829,1086439.88,0,1,34000,1.5,638000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,825412.2458,0,1,53000,1.5,658000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,825412.2458,0,1,44000,1.5,678000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,1086439.88,0,1,1,1.5,685000,1090000,4
Honda BR-V,637133.4036,830715.6626,1102810.829,1086439.88,0,1,1,1.5,685000,1090000,4
Honda BR-V,637133.4036,830715.6626,1102810.829,1086439.88,0,1,50000,1.5,720000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,825412.2458,0,1,41000,1.5,720000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,1086439.88,0,1,88000,1.5,720000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,825412.2458,0,1,30000,1.5,730000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,825412.2458,0,1,60000,1.5,730000,1090000,4
Honda BR-V,637133.4036,830715.6626,1102810.829,1086439.88,0,1,10000,1.5,830000,1090000,4
Honda BR-V,637133.4036,830715.6626,1102810.829,1086439.88,0,1,15000,1.5,838000,1090000,4
Honda BR-V,637133.4036,830715.6626,678251.552,1086439.88,0,1,25000,1.5,950000,1090000,4
Honda Brio,637133.4036,851502.9936,678251.552,540023.2804,0,1,30000,1.2,580000,735000,4
Honda Brio,637133.4036,851502.9936,753252.8194,540023.2804,0,1,120000,1.34,295000,735000,4
Honda Brio,637133.4036,851502.9936,753252.8194,704313.6279,0,1,67000,1.3,320000,735000,4
Honda Brio,637133.4036,851502.9936,753252.8194,540023.2804,0,1,73000,1.2,340000,735000,4
Honda Brio,637133.4036,851502.9936,753252.8194,540023.2804,0,1,12000,1.2,480000,735000,4
Honda Brio,637133.4036,851502.9936,678251.552,540023.2804,0,1,16000,1.2,698000,735000,4
Honda Brio,637133.4036,851502.9936,678251.552,540023.2804,0,1,25000,1.2,700000,735000,4
Honda Brio,637133.4036,851502.9936,678251.552,540023.2804,0,1,16000,1.2,698000,735000,4
Honda Brio,637133.4036,851502.9936,678251.552,540023.2804,0,1,25000,1.2,700000,735000,4
Honda HR-V,637133.4036,844605.9934,1102810.829,825412.2458,0,1,60000,1.8,590000,1389000,4
Honda HR-V,637133.4036,844605.9934,1102810.829,1086439.88,0,1,35000,1.8,650000,1389000,4
Honda HR-V,637133.4036,844605.9934,1102810.829,825412.2458,0,1,49000,1.8,598000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,825412.2458,0,1,30000,1.8,660000,1389000,4
Honda HR-V,637133.4036,844605.9934,1102810.829,1086439.88,0,1,32000,1.8,670000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,1086439.88,0,1,40000,1.5,670000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,825412.2458,0,1,35000,1.8,680000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,825412.2458,0,1,55000,1.8,613000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,825412.2458,0,1,30000,1.8,620000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,825412.2458,0,1,30000,1.8,660000,1389000,4
Honda HR-V,637133.4036,844605.9934,1102810.829,1086439.88,0,1,32000,1.8,670000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,1086439.88,0,1,40000,1.5,670000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,825412.2458,0,1,35000,1.8,680000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,825412.2458,0,1,12000,1.8,710000,1389000,4
Honda HR-V,637133.4036,844605.9934,1102810.829,1086439.88,0,1,70000,1.8,710000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,825412.2458,0,1,20000,1.8,950000,1389000,4
Honda HR-V,637133.4036,844605.9934,678251.552,825412.2458,0,1,3000,1.8,978000,1389000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,60000,1.5,535000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,40000,1.5,595000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,60000,1.5,530000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,1,0,37000,1.5,648000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,27000,1.5,668000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,68000,1.5,520000,973000,4
Honda City,637133.4036,596831.9897,678251.552,540023.2804,0,1,150,1.5,150000,973000,4
Honda City,637133.4036,596831.9897,753252.8194,704313.6279,0,1,90000,1.3,220000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,84000,1.5,240000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,90000,1.5,355000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,85390,1.5,410000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,75000,1.5,435000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,55000,1.5,440000,973000,4
Honda City,637133.4036,596831.9897,753252.8194,704313.6279,0,1,70000,1.3,450000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,66000,1.5,450000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,80,1.5,450000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,82230,1.5,475000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,95000,1.5,479000,973000,4
Honda City,637133.4036,596831.9897,753252.8194,704313.6279,0,1,50000,1.5,510000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,70000,1.5,520000,973000,4
Honda City,637133.4036,596831.9897,753252.8194,704313.6279,0,1,44000,1.5,528000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,40000,1.5,530000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,55000,1.5,535000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,35000,1.5,545000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,47000,1.5,548000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,55000,1.5,550000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,40000,1.5,550000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,9000,1.5,598000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,28000,1.5,675000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,27000,1.5,678000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,21000,1.5,688000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,7500,1.5,695000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,56000,1.5,698000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,21000,1.5,608000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,69000,1.5,608000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,1,1.5,618000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,13000,1.5,625000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,51000,1.5,628000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,39000,1.5,650000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,35000,1.5,650000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,28000,1.5,675000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,27000,1.5,678000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,21000,1.5,688000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,7500,1.5,695000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,56000,1.5,698000,973000,4
Honda City,637133.4036,596831.9897,1102810.829,704313.6279,0,1,20000,1.5,728000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,28000,1.5,748000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,6000,1.5,890000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,5000,1.5,920000,973000,4
Honda City,637133.4036,596831.9897,678251.552,704313.6279,0,1,5000,1.5,940000,973000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,825412.2458,0,1,60000,2,740000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,825412.2458,0,1,56000,2,638000,2100000,4
Honda CR-V,637133.4036,788172.3395,857283.5334,1086439.88,0,0,120000,1.99,210000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,0,1,100000,2.4,220000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,0,1,1,2,250000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,0,1,55000,2.4,250000,2100000,4
Honda CR-V,637133.4036,788172.3395,857283.5334,1086439.88,0,0,150000,1.99,298000,2100000,4
Honda CR-V,637133.4036,788172.3395,678251.552,1086439.88,0,1,100000,1.5,300000,2100000,4
Honda CR-V,637133.4036,788172.3395,753252.8194,1086439.88,0,1,95000,2,335000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,1,0,63731,1.6,350000,2100000,4
Honda CR-V,637133.4036,788172.3395,678251.552,1086439.88,0,1,55000,1.5,450000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,0,1,80000,2,480000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,0,1,102448,2.4,510000,2100000,4
Honda CR-V,637133.4036,788172.3395,678251.552,1086439.88,0,1,95000,1.5,548000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,1,0,89800,1.6,580000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,0,1,27538,2,775000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,825412.2458,0,1,60000,2,780000,2100000,4
Honda CR-V,637133.4036,788172.3395,678251.552,1086439.88,0,1,53000,1.5,800000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,1,0,65000,1.6,1078000,2100000,4
Honda CR-V,637133.4036,788172.3395,678251.552,1086439.88,0,1,50000,1.5,1150000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,1,0,30000,1.6,1298000,2100000,4
Honda CR-V,637133.4036,788172.3395,1102810.829,1086439.88,1,0,40000,1.6,1300000,2100000,4
Honda CR-V,637133.4036,788172.3395,678251.552,1086439.88,0,1,11400,2,1300000,2100000,4
Honda CR-V,637133.4036,788172.3395,678251.552,1086439.88,0,1,15000,2,1560000,2100000,4
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,17000,2.8,1120000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,126000,2.5,558000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,1086439.88,1,0,7000,2.8,1230000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,1086439.88,1,0,10000,2.8,1198000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,50000,2.8,740000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,83280,2.8,660000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,60000,2.5,820000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,70000,2.8,850000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,53000,2.8,850000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,0,1,120000,2,299000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,0,1,151000,2,330000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,0,1,1,2,410000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,106000,2.5,420000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,138900,2.8,425000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,0,1,77000,2,458000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,0,1,90000,2,480000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,85000,2.8,530000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,0,1,60000,2,540000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,60000,2.5,550000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,0,1,63000,2,589000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,0,1,90000,2,589000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,60000,2.5,670000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,45000,2.5,680000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,110000,2.8,680000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,1,2.5,688000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,145000,2.8,700000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,30000,2.5,620000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,55000,2.8,628000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,1,2.5,650000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,67000,2.8,650000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,60000,2.5,670000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,45000,2.5,680000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,110000,2.8,680000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,1,2.5,688000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,145000,2.8,700000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,58000,2.49,728000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,31000,2.76,739000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,85000,2.76,750000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,98000,2.8,760000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,26000,2.5,768000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,40000,2.8,780000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,20000,2.8,788000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,85000,2.8,790000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,60000,2.5,820000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,70000,2.8,850000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,53000,2.8,850000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,1,2.76,858000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,65000,2.8,860000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,41000,2.76,867000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,40000,2.8,875000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,1,0,44000,2.76,880000,1261000,9
Toyota Innova,959523.6533,822381.4537,753252.8194,875357.4906,1,0,1,2.76,888000,1261000,9
Toyota Innova,959523.6533,822381.4537,1102810.829,875357.4906,0,1,7500,2,898000,1261000,9
