key,make_encoded,model_encoded,transmission_encoded,body_type_encoded,fuel_type_Diesel,fuel_type_Gasoline,kms_driven,engine_size,resale_price,srp,no_sc_mmnl
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,45000,2.4,1220000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,37000,2.4,1225000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,31000,2.4,1225000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,80000,2.4,1228000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,70000,2.4,1230000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,50000,2.49,1240000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,40000,2.4,1240000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,80000,2.39,1240000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,45000,2.39,1248000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,18000,2.39,1250000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,95000,2.39,1250000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,35000,2.39,1268000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,70000,2.39,1270000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,31000,2.39,1280000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,28000,2.39,1288000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,16000,2.39,1298000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,19000,2.39,1298000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,35000,2.39,1298000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,15400,2.39,1300000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,49000,2.4,1300000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,28000,2.39,1320000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,30000,2.39,1325000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,21000,2.39,1332000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,57000,2.39,1350000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,29000,2.39,1350000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,23000,2.39,1365000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,30000,2.39,1380000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,49000,2.39,1428000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,54000,2.39,1490000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,28000,2.39,1498000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,14000,2.39,1558000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,20000,2.39,1598000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.232784887,0.371115174,1,0,35044,2.39,1600000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,75000,2.76,1650000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,15000,2.39,1698000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,8000,2.76,1850000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,6000,2.8,1950000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,10000,2.8,2420000,1769000,9
Toyota Fortuner,0.349786715,0.069469835,0.606337599,0.371115174,1,0,2000,2.76,4890000,1769000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,17000,1.3,645000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,40000,1.3,460000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,40000,1.3,520000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,8745,1.3,410000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,58000,1.3,388000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,25000,1.3,519000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,85000,1.3,350000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,115000,1.5,220000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,143117,1.29,275000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,110000,1.5,280000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,45000,1.3,288000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,50000,1.33,300000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,110000,1.33,320000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,1,1.3,325000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,100000,1.3,330000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,75000,1.33,330000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,80000,1.33,350000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,59000,1.33,355000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,5000,1.33,370000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,40000,1.33,380000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,50000,1.3,418000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,35000,1.33,420000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,1,1.3,425000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,1,1.33,425000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,81000,1.3,428000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,50000,1.3,430000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,374683,1.33,430000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,30000,1.3,430000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,1,1.3,435000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,5000,1.3,440000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,72866,1.3,455000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,48000,1.3,460000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,30000,1.5,465000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,55000,1.33,465000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,25500,1.5,475000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,30000,1.33,480000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,21000,1.33,518000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,25000,1.33,528000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,28000,1.33,528000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,56000,1.5,528000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,40000,1.33,548000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,17000,1.33,549000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,1,1.33,555000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,13000,1.33,568000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,24000,1.33,570000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,17000,1.33,578000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,26000,1.33,580000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,28000,1.3,585000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,18000,1.33,585000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,53000,1.33,588000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,1,1.33,588000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,1,1.33,588000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,15000,1.3,595000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,15000,1.33,658000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,6000,1.33,659000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,2000,1.33,669000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,6200,1.33,670000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,15000,1.3,675000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,15000,1.5,678000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,13000,1.3,680000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,2890,1.33,680000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,10200,1.33,680000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,2900,1.33,680000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,51000,1.33,685000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,1000,1.33,688000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,10000,1.33,688000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,11000,1.33,690000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,10000,1.33,695000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,4000,1.33,698000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,10000,1.33,698000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,13000,1.3,608000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,50000,1.5,610000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,7000,1.3,618000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,20000,1.3,618000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,55000,1.3,625000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,22000,1.33,628000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,5000,1.33,638000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,13000,1.33,639000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,5000,1.33,639000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,8000,1.33,649000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,15000,1.33,658000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,6000,1.33,659000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,2000,1.33,669000,732000,9
Toyota Vios,0.349786715,0.060938452,0.232784887,0.209628275,0,1,6200,1.33,670000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,15000,1.3,675000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,15000,1.5,678000,732000,9
Toyota Vios,0.349786715,0.060938452,0.606337599,0.209628275,0,1,13000,1.3,680000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,2890,1.33,680000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,10200,1.33,680000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,2900,1.33,680000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,51000,1.33,685000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,1000,1.33,688000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,10000,1.33,688000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,11000,1.33,690000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,10000,1.33,695000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,4000,1.33,698000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,10000,1.33,698000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,16000,1.33,710000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,1,1.5,758000,732000,9
Toyota Vios,0.349786715,0.060938452,0.15234613,0.209628275,0,1,1,1.33,938000,732000,9
Toyota Avanza,0.349786715,0.029859842,0.15234613,0.162705667,0,1,21000,1.3,815000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,20000,1.3,620000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,101000,1.5,538000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,37000,1.3,638000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,80000,1.3,370000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,52000,1.5,629000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,39800,1.3,565000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,1,1.3,348000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,56000,1.5,448000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,31000,1.33,478000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,1,1.33,525000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,1,1.33,528000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,21221,1.33,530000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,50000,1.33,548000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,40000,1.33,550000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,27000,1.33,550000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,33000,1.33,560000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.15234613,0.162705667,0,1,60000,1.33,575000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,72000,1.5,578000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.15234613,0.162705667,0,1,85000,1.33,590000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,36000,1.33,595000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,23000,1.33,598000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,16000,1.5,658000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,65000,1.33,680000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,16000,1.33,685000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,9058,1.33,690000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,9200,1.33,690000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,40000,1.33,699000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.15234613,0.162705667,0,1,20000,1.5,700000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,62000,1.33,615000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,51000,1.33,618000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,15000,1.33,618000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,1,1.33,630000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,12964,1.33,640000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,16000,1.33,640000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,2000,1.5,640000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,16000,1.5,658000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,65000,1.33,680000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,16000,1.33,685000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,9058,1.33,690000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,9200,1.33,690000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,40000,1.33,699000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.15234613,0.162705667,0,1,20000,1.5,700000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.15234613,0.162705667,0,1,55000,1.5,718000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.606337599,0.162705667,0,1,1,1.33,729000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.15234613,0.162705667,0,1,19000,1.33,750000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,1554,1.33,790000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,1500,1.33,790000,838000,9
Toyota Avanza,0.349786715,0.029859842,0.232784887,0.162705667,0,1,28000,1.33,915450,838000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,30000,1,360000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.15234613,0.060329068,0,1,300,1,630000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,20000,1,440000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,37000,1,458000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,19000,1,538000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,77000,1,418000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,3850,1,500000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,16500,1,565000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.232784887,0.060329068,0,1,30000,1,318000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,28000,1,335000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.15234613,0.060329068,0,1,56000,1,340000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.232784887,0.060329068,0,1,39000,1,349000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.15234613,0.060329068,0,1,45000,1,350000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.15234613,0.060329068,0,1,50000,1,350000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,34000,1,378000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.232784887,0.060329068,0,1,23000,1,380000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.15234613,0.060329068,0,1,40000,1,415000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.232784887,0.060329068,0,1,40000,1,418000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.232784887,0.060329068,0,1,5000,1,420000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,61000,1,430000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,42000,1,435000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,24000,1,438000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,53000,1,438000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.15234613,0.060329068,0,1,25000,1,445000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,30000,1,450000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,52000,1,458000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,12000,1,465000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,41000,1,470000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.15234613,0.060329068,0,1,17000,1,470000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,6000,1,480000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,30000,1,480000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,21000,1,508000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,33000,1,528000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,1200,1,528000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,20000,1,545000,609000,9
Toyota Wigo,0.349786715,0.021937843,0.606337599,0.060329068,0,1,3000,1,575000,609000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,30000,1.6,635000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.056063376,0,1,20000,1.8,1030000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,80000,1.6,130000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,115000,1.8,240000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,165000,1.8,240000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,105000,1.6,260000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.232784887,0.209628275,0,1,1,1.6,280000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,139000,1.6,280000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.232784887,0.209628275,0,1,147000,1.6,280000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,80000,1.59,318000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.232784887,0.209628275,0,1,53500,1.6,335000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.232784887,0.209628275,0,1,80000,1.6,350000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.232784887,0.209628275,0,1,69000,1.6,380000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.232784887,0.209628275,0,1,115000,1.6,380000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,13760,16,450000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,1,1.6,450000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,42000,1.6,470000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.232784887,0.209628275,0,1,40000,1.6,475000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,75000,1.6,560000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.232784887,0.209628275,0,1,5000,1.6,560000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,39200,1.6,569000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.232784887,0.209628275,0,1,57000,1.6,580000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,1,1.6,588000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,1,1.6,598000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,25100,1.6,668000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,60000,1.6,698000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,25000,1.6,615000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,44000,1.6,650000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.606337599,0.209628275,0,1,25100,1.6,668000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,60000,1.6,698000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,26000,1.6,890000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,30000,1.6,948000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,0,23000,1.8,1050000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,12000,1.6,1088000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.209628275,0,1,20000,1.6,1170000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.056063376,0,1,13000,1.8,1189000,1135000,9
Toyota Corolla,0.349786715,0.022547227,0.15234613,0.056063376,0,1,1000,1.8,1780000,1135000,9
Toyota Yaris,0.349786715,0.000609385,0.606337599,0.060329068,0,1,30000,1.3,480000,1204000,9
Toyota Veloz,0.349786715,0.001828154,0.606337599,0.371115174,0,1,1000,1.5,1120000,1092000,9
Toyota Veloz,0.349786715,0.001828154,0.15234613,0.371115174,0,1,7000,1.5,1045000,1092000,9
Toyota Veloz,0.349786715,0.001828154,0.15234613,0.371115174,0,1,3000,1.5,1049000,1092000,9
Toyota Alphard,0.349786715,0.00670323,0.606337599,0.162705667,0,1,124213,3.5,2500000,5085000,9
Toyota Alphard,0.349786715,0.00670323,0.606337599,0.046313224,0,1,20000,3.5,3330000,5085000,9
Toyota Alphard,0.349786715,0.00670323,0.606337599,0.162705667,0,1,76155,3.5,880000,5085000,9
