key,make,model,transmission,body_type,fuel_type_Diesel,fuel_type_Gasoline,kms_driven,engine_size,resale_price,srp,no_sc_mmnl
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,0,1,63000.0,2.0,589000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,0,1,90000.0,2.0,589000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,60000.0,2.5,670000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,45000.0,2.5,680000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,110000.0,2.8,680000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,1.0,2.5,688000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,145000.0,2.8,700000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,30000.0,2.5,620000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,55000.0,2.8,628000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,1.0,2.5,650000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,67000.0,2.8,650000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,60000.0,2.5,670000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,45000.0,2.5,680000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,110000.0,2.8,680000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,1.0,2.5,688000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,145000.0,2.8,700000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,58000.0,2.49,728000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,31000.0,2.76,739000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,85000.0,2.76,750000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,98000.0,2.8,760000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,26000.0,2.5,768000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,40000.0,2.8,780000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,20000.0,2.8,788000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,85000.0,2.8,790000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,60000.0,2.5,820000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,70000.0,2.8,850000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,53000.0,2.8,850000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,1.0,2.76,858000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,65000.0,2.8,860000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,41000.0,2.76,867000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,40000.0,2.8,875000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,44000.0,2.76,880000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,1.0,2.76,888000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,0,1,7500.0,2.0,898000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,50000.0,2.8,900000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,60000.0,2.8,900000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,1.0,2.8,920000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,1.0,2.76,928000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,28000.0,2.8,930000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,0,1,36000.0,2.0,938000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,69706.0,2.8,950000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,30000.0,2.8,950000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,20000.0,2.76,960000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,38000.0,2.76,968000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,18000.0,2.76,979000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,1.0,2.76,988000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,55000.0,2.8,999000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,28000.0,2.76,1028000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,84.0,2.76,1030000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,11000.0,2.76,1030000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,12000.0,2.76,1049000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,10000.0,2.8,1080000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,13000.0,2.76,1098000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,35000.0,2.8,1100000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,28000.0,2.76,1130000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,13708.0,2.76,1175000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,7000.0,2.76,1190000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,25000.0,2.76,1200000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,753252.8193717279,875357.4906382348,1,0,3000.0,2.76,1250000.0,1261000.0,9
Toyota Innova,959523.6533101045,822381.4537319598,1102810.8291457286,875357.4906382348,1,0,7000.0,2.76,1490000.0,1261000.0,9
Toyota Camry,959523.6533101045,884246.6685960259,1102810.8291457286,704313.6279069788,0,1,60000.0,2.5,520000.0,2442000.0,9
Toyota Camry,959523.6533101045,884246.6685960259,1102810.8291457286,704313.6279069788,0,1,30000.0,2.5,1490000.0,2442000.0,9
Toyota Camry,959523.6533101045,884246.6685960259,678251.5520286055,704313.6279069788,0,1,110000.0,2.49,335000.0,2442000.0,9
Toyota Camry,959523.6533101045,884246.6685960259,1102810.8291457286,704313.6279069788,0,1,35000.0,2.4,370000.0,2442000.0,9
Toyota Camry,959523.6533101045,884246.6685960259,753252.8193717279,704313.6279069788,0,1,60000.0,2.39,458000.0,2442000.0,9
Toyota Camry,959523.6533101045,884246.6685960259,753252.8193717279,704313.6279069788,0,1,118000.0,2.39,560000.0,2442000.0,9
Toyota Camry,959523.6533101045,884246.6685960259,1102810.8291457286,704313.6279069788,0,1,51000.0,2.5,700000.0,2442000.0,9
Toyota Camry,959523.6533101045,884246.6685960259,1102810.8291457286,704313.6279069788,0,1,51000.0,2.5,700000.0,2442000.0,9
Toyota Camry,959523.6533101045,884246.6685960259,1102810.8291457286,704313.6279069788,0,1,51000.0,2.49,858000.0,2442000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,875357.4906382348,0,1,50000.0,1.5,720000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,875357.4906382348,0,1,50000.0,1.5,780000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,875357.4906382348,0,1,40000.0,1.5,680000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,875357.4906382348,0,1,90000.0,1.5,740000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,875357.4906382348,0,1,40000.0,1.5,710000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,875357.4906382348,0,1,29000.0,1.5,898000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,875357.4906382348,0,1,41000.0,1.5,758000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,90000.0,1.5,810000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,35000.0,1.5,815000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,46000.0,1.5,830000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,300001.0,1.5,830000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,25000.0,1.5,840000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,200001.0,1.5,850000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,55000.0,1.5,850000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,35000.0,1.5,710000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,41000.0,1.5,750000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,8000.0,1.5,798000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,43000.0,1.5,800000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,90000.0,1.5,810000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,35000.0,1.5,815000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,46000.0,1.5,830000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,300001.0,1.5,830000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,25000.0,1.5,840000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,200001.0,1.5,850000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,55000.0,1.5,850000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,19100.0,1.5,858000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,900.0,1.5,895000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,20000.0,1.5,900000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,19000.0,1.5,918000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,8000.0,1.5,927000.0,1202000.0,9
Toyota Rush,959523.6533101045,854264.1756249142,1102810.8291457286,1086439.880131363,0,1,7000.0,1.5,930000.0,1202000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,60000.0,2.7,940000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,40000.0,2.7,950000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,60000.0,2.7,930000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,50000.0,2.4,1020000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,50000.0,2.4,1110000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,30000.0,2.7,920000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,40000.0,2.4,1130000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,90000.0,2.7,995000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,70000.0,2.7,660000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,70000.0,2.5,710000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,50000.0,2.7,810000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,40000.0,2.4,1180000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,120000.0,2.4,1090000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,67000.0,2.4,1298000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,70000.0,2.4,1060000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,92500.0,2.4,1050000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,80000.0,2.4,1040000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,60000.0,2.4,1140000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,30000.0,2.4,1230000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,40000.0,2.4,1270000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,115000.0,2.7,520000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,753252.8193717279,1086439.880131363,1,0,55000.0,2.39,840000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,39000.0,2.39,841000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,120000.0,3.0,548000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,90000.0,2.69,550000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,82000.0,2.39,590000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,1.0,2.4,660000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,73000.0,2.49,683000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,195000.0,2.39,700000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,95000.0,2.39,630000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,1.0,2.4,650000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,1.0,2.4,660000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,73000.0,2.49,683000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,195000.0,2.39,700000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,753252.8193717279,1086439.880131363,1,0,77000.0,2.39,730000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,40000.0,2.69,745000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,173000.0,2.39,745000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,115000.0,2.39,750000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,67000.0,2.4,750000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,70000.0,2.49,770000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,1.0,2.39,790000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,60000.0,2.39,800000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,753252.8193717279,1086439.880131363,1,0,55000.0,2.39,840000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,39000.0,2.39,841000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,68000.0,2.49,888000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,85000.0,2.39,888888.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,1.0,2.49,898000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,90000.0,2.49,898000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,54000.0,2.49,915000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,51000.0,2.4,921000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,753252.8193717279,1086439.880131363,1,0,43000.0,2.49,938000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,94000.0,2.49,950000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,50000.0,2.39,960000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,57000.0,2.49,988000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,110000.0,2.69,990000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,80000.0,2.39,990000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,15000.0,2.39,1000000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,48000.0,2.69,1000000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,0,1,50000.0,2.69,1020000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,45000.0,2.39,1050000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,106000.0,2.4,1050000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,753252.8193717279,1086439.880131363,1,0,48000.0,2.39,1058000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,54000.0,2.98,1058000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,753252.8193717279,1086439.880131363,1,0,35000.0,2.39,1065000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,1.0,2.39,1080000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,26000.0,2.4,1098000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,35000.0,2.49,1100000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,50000.0,2.39,1100000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,30000.0,2.4,1120000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,60000.0,2.39,1150000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,55000.0,2.76,1150000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,24000.0,2.39,1180000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,80000.0,2.39,1180000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,50000.0,2.39,1190000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,75000.0,2.39,1200000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,45000.0,2.4,1220000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,37000.0,2.4,1225000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,31000.0,2.4,1225000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,80000.0,2.4,1228000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,70000.0,2.4,1230000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,50000.0,2.49,1240000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,40000.0,2.4,1240000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,80000.0,2.39,1240000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,45000.0,2.39,1248000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,18000.0,2.39,1250000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,95000.0,2.39,1250000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,35000.0,2.39,1268000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,70000.0,2.39,1270000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,31000.0,2.39,1280000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,28000.0,2.39,1288000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,16000.0,2.39,1298000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,19000.0,2.39,1298000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,35000.0,2.39,1298000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,15400.0,2.39,1300000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,49000.0,2.4,1300000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,28000.0,2.39,1320000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,30000.0,2.39,1325000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,21000.0,2.39,1332000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,57000.0,2.39,1350000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,29000.0,2.39,1350000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,23000.0,2.39,1365000.0,1769000.0,9
Toyota Fortuner,959523.6533101045,1121660.8351924212,1102810.8291457286,1086439.880131363,1,0,30000.0,2.39,1380000.0,1769000.0,9
